accession,submission_date,sequence_length,organism
MT792355,14-SEP-2020,16941,Pica pica leucoptera
MT792354,14-SEP-2020,16938,Pica pica jankowskii
MT792353,14-SEP-2020,16936,Pica pica fennorum
MT792352,14-SEP-2020,16942,Pica pica camtschatica
MT017917,08-SEP-2020,16731,Zosterops poliogastrus
MT017916,08-SEP-2020,16733,Zosterops poliogastrus
MT017915,08-SEP-2020,16734,Zosterops poliogastrus
MT017914,08-SEP-2020,16736,Zosterops poliogastrus
MT017913,08-SEP-2020,16734,Zosterops poliogastrus
MT017912,08-SEP-2020,16758,Turdus abyssinicus
MT017911,08-SEP-2020,16710,Turdus abyssinicus
MT017910,08-SEP-2020,16710,Turdus abyssinicus
MT017909,08-SEP-2020,16709,Turdus abyssinicus
MT017908,08-SEP-2020,16707,Turdus abyssinicus
MT017907,08-SEP-2020,16645,Parophasma galinieri
MT017906,08-SEP-2020,16614,Parophasma galinieri
MT017905,08-SEP-2020,16685,Parophasma galinieri
MT017904,08-SEP-2020,16594,Melaenornis chocolatinus
MT017903,08-SEP-2020,16591,Melaenornis chocolatinus
MT017902,08-SEP-2020,16578,Melaenornis chocolatinus
MT017901,08-SEP-2020,16584,Melaenornis chocolatinus
MT017900,08-SEP-2020,16577,Melaenornis chocolatinus
MT017899,08-SEP-2020,16582,Melaenornis chocolatinus
MT017898,08-SEP-2020,16709,Crithagra tristriata
MT017897,08-SEP-2020,16702,Crithagra tristriata
MT017896,08-SEP-2020,16698,Crithagra tristriata
MT017895,08-SEP-2020,16689,Crithagra tristriata
MT017894,08-SEP-2020,16704,Crithagra tristriata
MT017893,08-SEP-2020,16557,Cossypha semirufa
MT017892,08-SEP-2020,16561,Cossypha semirufa
MT017891,08-SEP-2020,16557,Cossypha semirufa
MT017890,08-SEP-2020,16563,Cossypha semirufa
MT017889,08-SEP-2020,16564,Cossypha semirufa
MN356448,07-SEP-2020,16733,Numida meleagris
MN356443,07-SEP-2020,17080,Atlantisia rogersi
MN356440,07-SEP-2020,16542,Asarcornis scutulata
MN356432,07-SEP-2020,16612,Cairina moschata
MN356429,07-SEP-2020,16683,Rhea americana
MN356428,07-SEP-2020,16964,Nothoprocta perdicaria
MN356427,07-SEP-2020,16870,Crypturellus cinnamomeus
MN356426,07-SEP-2020,16972,Apteryx rowi
MN356409,07-SEP-2020,16908,Steatornis caripensis
MN356400,07-SEP-2020,16646,Nannopterum auritus
MN356397,07-SEP-2020,16701,Callipepla squamata
MN356396,07-SEP-2020,16703,Colinus virginianus
MN356382,07-SEP-2020,17013,Nothoprocta pentlandii
MN356381,07-SEP-2020,17012,Nothoprocta ornata
MN356380,07-SEP-2020,16637,Nothocercus nigrocapillus
MN356379,07-SEP-2020,16695,Nothocercus julius
MN356373,07-SEP-2020,17267,Urocolius indicus
MN356366,07-SEP-2020,16810,Aegotheles bennettii
MN356362,07-SEP-2020,17352,Rhynochetos jubatus
MN356355,07-SEP-2020,16972,Turnix velox
MN356340,07-SEP-2020,18290,Pterocles burchelli
MN356338,07-SEP-2020,17211,Halcyon senegalensis
MN356336,07-SEP-2020,16792,Chroicocephalus maculipennis
MN356333,07-SEP-2020,17089,Centropus unirufus
MN356332,07-SEP-2020,17107,Centropus bengalensis
MN356326,07-SEP-2020,16656,Grus americana
MN356322,07-SEP-2020,17205,Brachypteracias leptosomus
MN356319,07-SEP-2020,17077,Pelecanoides urinatrix
MN356316,07-SEP-2020,17709,Upupa epops
MN356311,07-SEP-2020,16968,Zapornia atra
MN356308,07-SEP-2020,16766,Chauna torquata
MN356307,07-SEP-2020,16967,Corythaixoides concolor
MN356306,07-SEP-2020,17473,Circaetus pectoralis
MN356301,07-SEP-2020,17007,Piaya cayana
MN356300,07-SEP-2020,17479,Spizaetus tyrannus
MN356299,07-SEP-2020,17280,Trogon melanurus
MN356294,07-SEP-2020,17329,Herpetotheres cachinnans
MN356290,07-SEP-2020,16933,Crotophaga sulcirostris
MN356280,07-SEP-2020,16998,Todus mexicanus
MN356271,07-SEP-2020,17379,Eurystomus gularis
MN356268,07-SEP-2020,16788,Fregata magnificens
MN356260,07-SEP-2020,16778,Rhinopomastus cyanomelas
MN356244,07-SEP-2020,16665,Aramus guarauna
MN356234,07-SEP-2020,16957,Indicator maculatus
MN356222,07-SEP-2020,16856,Burhinus bistriatus
MN356219,07-SEP-2020,17789,Chloroceryle aenea
MN356218,07-SEP-2020,17138,Psophia crepitans
MN356217,07-SEP-2020,16878,Anseranas semipalmata
MN356214,07-SEP-2020,16705,Odontophorus gujanensis
MN356210,07-SEP-2020,19229,Amazona guildingii
MN356204,07-SEP-2020,16698,Alectura lathami
MN356198,07-SEP-2020,17782,Hydrobates tethys
MN356190,07-SEP-2020,16839,Psilopogon haemacephalus
MN356186,07-SEP-2020,16672,Stercorarius parasiticus
MN356182,07-SEP-2020,16679,Bucco capensis
MN356179,07-SEP-2020,16660,Penelope pileata
MN356172,07-SEP-2020,16729,Dromaius novaehollandiae
MN356163,07-SEP-2020,17655,Oceanites oceanicus
MN356158,07-SEP-2020,17187,Ceuthmochares aereus
MN356157,07-SEP-2020,17288,Ardeotis kori
MN356155,07-SEP-2020,17096,Crypturellus undulatus
MN356154,07-SEP-2020,16705,Crypturellus soui
MN356153,07-SEP-2020,16795,Casuarius casuarius
MN356150,07-SEP-2020,16761,Tinamus guttatus
MN356145,07-SEP-2020,16839,Picoides pubescens
MN356129,07-SEP-2020,17414,Egretta garzetta
MN356125,07-SEP-2020,17283,Colius striatus
MN356113,07-SEP-2020,16808,Charadrius vociferus
MT740319,05-SEP-2020,16992,Diopsittaca nobilis
MT425506,02-SEP-2020,16823,Cinclosoma castanotum
MT425505,02-SEP-2020,16823,Cinclosoma castanotum
MT425504,02-SEP-2020,16823,Cinclosoma castanotum
MT425503,02-SEP-2020,16824,Cinclosoma clarum
MT425502,02-SEP-2020,16824,Cinclosoma clarum
MT425501,02-SEP-2020,16825,Cinclosoma clarum
MT425500,02-SEP-2020,16824,Cinclosoma clarum
MT425499,02-SEP-2020,16823,Cinclosoma clarum
MT425498,02-SEP-2020,16827,Cinclosoma clarum
MT425497,02-SEP-2020,16824,Cinclosoma clarum
MT425496,02-SEP-2020,16824,Cinclosoma clarum
MT425495,02-SEP-2020,16815,Cinclosoma clarum
MT425494,02-SEP-2020,16824,Cinclosoma clarum
MT425493,02-SEP-2020,16824,Cinclosoma clarum
MT425492,02-SEP-2020,16824,Cinclosoma clarum
MT425491,02-SEP-2020,16824,Cinclosoma clarum
MT425490,02-SEP-2020,16824,Cinclosoma clarum
MT425489,02-SEP-2020,16824,Cinclosoma clarum
MT425488,02-SEP-2020,16825,Cinclosoma clarum
MT425487,02-SEP-2020,16824,Cinclosoma clarum
MT425486,02-SEP-2020,16824,Cinclosoma clarum
MT425485,02-SEP-2020,16824,Cinclosoma clarum
MT425484,02-SEP-2020,16824,Cinclosoma clarum
MT425483,02-SEP-2020,16824,Cinclosoma clarum
MT425482,02-SEP-2020,16823,Cinclosoma clarum
MT425481,02-SEP-2020,16825,Cinclosoma clarum
MT425480,02-SEP-2020,16824,Cinclosoma clarum
MT425479,02-SEP-2020,16824,Cinclosoma clarum
MT425478,02-SEP-2020,16823,Cinclosoma clarum
MT425477,02-SEP-2020,16824,Cinclosoma clarum
MT425476,02-SEP-2020,16824,Cinclosoma clarum
MT425475,02-SEP-2020,16823,Cinclosoma clarum
MT425474,02-SEP-2020,16824,Cinclosoma clarum
MT425473,02-SEP-2020,16824,Cinclosoma clarum
MT425472,02-SEP-2020,16825,Cinclosoma clarum
MT425471,02-SEP-2020,16824,Cinclosoma clarum
MT425470,02-SEP-2020,16824,Cinclosoma clarum
MT425469,02-SEP-2020,16824,Cinclosoma clarum
MT425468,02-SEP-2020,16824,Cinclosoma clarum
MT425467,02-SEP-2020,16825,Cinclosoma clarum
MT425466,02-SEP-2020,16824,Cinclosoma clarum
MT425465,02-SEP-2020,16824,Cinclosoma clarum
MT425464,02-SEP-2020,16824,Cinclosoma clarum
MT425463,02-SEP-2020,16824,Cinclosoma clarum
MT425462,02-SEP-2020,16824,Cinclosoma clarum
MT425461,02-SEP-2020,16824,Cinclosoma clarum
MT425460,02-SEP-2020,16824,Cinclosoma clarum
MT425459,02-SEP-2020,16839,Cinclosoma clarum
MT425458,02-SEP-2020,16824,Cinclosoma clarum
MT425457,02-SEP-2020,16824,Cinclosoma clarum
MT425456,02-SEP-2020,16824,Cinclosoma clarum
MT425455,02-SEP-2020,16824,Cinclosoma clarum
MT425454,02-SEP-2020,16824,Cinclosoma clarum
MT425453,02-SEP-2020,16824,Cinclosoma clarum
MT425452,02-SEP-2020,16824,Cinclosoma clarum
MT425451,02-SEP-2020,16824,Cinclosoma clarum
MT425450,02-SEP-2020,16825,Cinclosoma clarum
MT425449,02-SEP-2020,16824,Cinclosoma clarum
MT425448,02-SEP-2020,16824,Cinclosoma clarum
MT425447,02-SEP-2020,16824,Cinclosoma clarum
MT425446,02-SEP-2020,16824,Cinclosoma clarum
MT425445,02-SEP-2020,16824,Cinclosoma clarum
MT425444,02-SEP-2020,16824,Cinclosoma clarum
MT425443,02-SEP-2020,16849,Cinclosoma punctatum
MT425442,02-SEP-2020,16878,Ptilorrhoa caerulescens
MN829450,01-AUG-2020,18145,Hirundo albigularis
MN832895,01-AUG-2020,17973,Delichon urbicum
MN843972,01-AUG-2020,18051,Hirundo rustica tytleri
MN853142,01-AUG-2020,17968,Hirundo smithii
MN840495,01-AUG-2020,17893,Hirundo rustica transitiva
MN848412,01-AUG-2020,18049,Hirundo neoxena
MT427586,01-AUG-2020,18041,Delichon urbicum
MN844887,01-AUG-2020,18022,Hirundo aethiopica
MN832899,01-AUG-2020,18037,Hirundo nigrita
MN844886,01-AUG-2020,18039,Hirundo neoxena
MN832869,01-AUG-2020,17997,Hirundo dimidiata
MN853682,01-AUG-2020,17903,Delichon urbicum
MN849177,01-AUG-2020,18141,Hirundo angolensis
MN849178,01-AUG-2020,18116,Hirundo smithii
MN954681,01-AUG-2020,18032,Hirundo rustica transitiva
MN833781,01-AUG-2020,18047,Hirundo tahitica
MT442038,29-JUL-2020,18093,Hirundo atrocaerulea
MT471263,28-JUL-2020,18251,Hirundo dimidiata
MT410934,28-JUL-2020,16640,Aythya fuligula
MT410931,28-JUL-2020,16019,Anthus campestris
MT410882,28-JUL-2020,16773,Phasianus colchicus
MT410881,28-JUL-2020,16697,Perdix perdix
MN849306,13-APR-2020,18038,Hirundo tahitica
NC_048989,28-JUN-2020,17477,Columba hodgsonii
NC_048470,01-JUN-2020,17855,Eremophila alpestris
NC_048469,01-JUN-2020,17383,Calandrella cinerea
MN927585,11-JUL-2020,16649,Rollulus rouloul
MN927584,11-JUL-2020,16727,Melanoperdix niger
LR822062,10-JUL-2020,18265,Aquila chrysaetos chrysaetos
MN868249,05-JUL-2020,16723,Arborophila torqueola
MN868248,05-JUL-2020,16729,Arborophila rubrirostris
MN868247,05-JUL-2020,16727,Arborophila orientalis
MN868246,05-JUL-2020,16724,Arborophila mandellii
MN868245,05-JUL-2020,16723,Arborophila javanica
MN868244,05-JUL-2020,16721,Arborophila hyperythra
MN868243,05-JUL-2020,16727,Arborophila gingica
MN868242,05-JUL-2020,16733,Arborophila crudigularis
MN868241,05-JUL-2020,16728,Arborophila cambodiana
MN868240,05-JUL-2020,16717,Arborophila brunneopectus
MN868239,05-JUL-2020,16722,Arborophila atrogularis
MN868238,05-JUL-2020,16727,Arborophila ardens
MT431106,30-JUN-2020,15580,Oenanthe oenanthe
MT431105,30-JUN-2020,15580,Oenanthe oenanthe
MT431104,30-JUN-2020,15580,Oenanthe oenanthe
MT431103,30-JUN-2020,15580,Oenanthe oenanthe
MT431102,30-JUN-2020,15580,Oenanthe oenanthe
MT431101,30-JUN-2020,15580,Oenanthe oenanthe
MT431100,30-JUN-2020,15580,Oenanthe oenanthe
MT431099,30-JUN-2020,15580,Oenanthe oenanthe
MT431098,30-JUN-2020,15580,Oenanthe oenanthe
MT431097,30-JUN-2020,15580,Oenanthe oenanthe
MT431096,30-JUN-2020,15580,Oenanthe oenanthe
MT431095,30-JUN-2020,15580,Oenanthe oenanthe
MT431094,30-JUN-2020,15580,Oenanthe oenanthe
MT431093,30-JUN-2020,15580,Oenanthe oenanthe
MT431092,30-JUN-2020,15580,Oenanthe oenanthe
MT431091,30-JUN-2020,15580,Oenanthe oenanthe
MT431090,30-JUN-2020,15580,Oenanthe oenanthe
MT431089,30-JUN-2020,15580,Oenanthe oenanthe
MT431088,30-JUN-2020,15580,Oenanthe oenanthe
MT431087,30-JUN-2020,15580,Oenanthe oenanthe
MT431086,30-JUN-2020,15580,Oenanthe oenanthe
MT431085,30-JUN-2020,15580,Oenanthe oenanthe
MT431084,30-JUN-2020,15580,Oenanthe oenanthe
MT431083,30-JUN-2020,15580,Oenanthe oenanthe
MT431082,30-JUN-2020,15580,Oenanthe oenanthe
MT431081,30-JUN-2020,15580,Oenanthe oenanthe
MT431080,30-JUN-2020,15580,Oenanthe oenanthe
MT431079,30-JUN-2020,15580,Oenanthe oenanthe
MT431078,30-JUN-2020,15580,Oenanthe oenanthe
MT431077,30-JUN-2020,15580,Oenanthe oenanthe
MT431076,30-JUN-2020,15580,Oenanthe oenanthe
MT431075,30-JUN-2020,15580,Oenanthe oenanthe
MT431074,30-JUN-2020,15580,Oenanthe oenanthe
MT431073,30-JUN-2020,15580,Oenanthe oenanthe
MT431072,30-JUN-2020,15580,Oenanthe oenanthe
MT431071,30-JUN-2020,15580,Oenanthe oenanthe
MT431070,30-JUN-2020,15580,Oenanthe oenanthe
MT431069,30-JUN-2020,15580,Oenanthe oenanthe
MT431068,30-JUN-2020,15580,Oenanthe oenanthe
MT431067,30-JUN-2020,15580,Oenanthe oenanthe
MT431066,30-JUN-2020,15580,Oenanthe oenanthe
MT431065,30-JUN-2020,15580,Oenanthe oenanthe
MT431064,30-JUN-2020,15580,Oenanthe oenanthe
MT431063,30-JUN-2020,15580,Oenanthe oenanthe
MT431062,30-JUN-2020,15580,Oenanthe oenanthe
MT431061,30-JUN-2020,15580,Oenanthe oenanthe
MT431060,30-JUN-2020,15580,Oenanthe oenanthe
MT431059,30-JUN-2020,15580,Oenanthe oenanthe
MT431058,30-JUN-2020,15580,Oenanthe oenanthe
MT431057,30-JUN-2020,15580,Oenanthe oenanthe
MT431056,30-JUN-2020,15580,Oenanthe oenanthe
MT431055,30-JUN-2020,15580,Oenanthe oenanthe
MT431054,30-JUN-2020,15580,Oenanthe oenanthe
MT431053,30-JUN-2020,15580,Oenanthe oenanthe
MT431052,30-JUN-2020,15580,Oenanthe oenanthe
MT431051,30-JUN-2020,15580,Oenanthe oenanthe
MT431050,30-JUN-2020,15580,Oenanthe oenanthe
MT431049,30-JUN-2020,15580,Oenanthe oenanthe
MT431048,30-JUN-2020,15580,Oenanthe oenanthe
MT431047,30-JUN-2020,15580,Oenanthe oenanthe
MT431046,30-JUN-2020,15580,Oenanthe oenanthe
MT431045,30-JUN-2020,15580,Oenanthe oenanthe
MT431044,30-JUN-2020,15580,Oenanthe oenanthe
MT431043,30-JUN-2020,15580,Oenanthe oenanthe
MT431042,30-JUN-2020,15580,Oenanthe oenanthe
MT431041,30-JUN-2020,15580,Oenanthe oenanthe
MT431040,30-JUN-2020,15580,Oenanthe oenanthe
MT431039,30-JUN-2020,15580,Oenanthe oenanthe
MT431038,30-JUN-2020,15580,Oenanthe oenanthe
MT431037,30-JUN-2020,15580,Oenanthe oenanthe
MT431036,30-JUN-2020,15580,Oenanthe oenanthe
MT431035,30-JUN-2020,15580,Oenanthe oenanthe
MT431034,30-JUN-2020,15580,Oenanthe oenanthe
MT431033,30-JUN-2020,15580,Oenanthe oenanthe
MT431032,30-JUN-2020,15580,Oenanthe oenanthe
MT431031,30-JUN-2020,15580,Oenanthe oenanthe
MT431030,30-JUN-2020,15580,Oenanthe oenanthe
MT431029,30-JUN-2020,15580,Oenanthe oenanthe
MT431028,30-JUN-2020,15580,Oenanthe oenanthe
MT431027,30-JUN-2020,15580,Oenanthe oenanthe
MT431026,30-JUN-2020,15580,Oenanthe oenanthe
MT431025,30-JUN-2020,15580,Oenanthe oenanthe
MT431024,30-JUN-2020,15580,Oenanthe oenanthe
MT431023,30-JUN-2020,15580,Oenanthe oenanthe
MT431022,30-JUN-2020,15580,Oenanthe oenanthe
MT431021,30-JUN-2020,15580,Oenanthe oenanthe
MT431020,30-JUN-2020,15580,Oenanthe oenanthe
MT431019,30-JUN-2020,15580,Oenanthe oenanthe
MT431018,30-JUN-2020,15580,Oenanthe oenanthe
MT431017,30-JUN-2020,15580,Oenanthe oenanthe
MT431016,30-JUN-2020,15580,Oenanthe oenanthe
MT431015,30-JUN-2020,15580,Oenanthe oenanthe
MT431014,30-JUN-2020,15580,Oenanthe oenanthe
MT431013,30-JUN-2020,15580,Oenanthe oenanthe
MT431012,30-JUN-2020,15580,Oenanthe oenanthe
MT431011,30-JUN-2020,15580,Oenanthe oenanthe
MT431010,30-JUN-2020,15580,Oenanthe oenanthe
MT431009,30-JUN-2020,15580,Oenanthe oenanthe
MT431008,30-JUN-2020,15580,Oenanthe oenanthe
MT431007,30-JUN-2020,15580,Oenanthe oenanthe
MT431006,30-JUN-2020,15580,Oenanthe oenanthe
MT431005,30-JUN-2020,15580,Oenanthe oenanthe
MT431004,30-JUN-2020,15580,Oenanthe oenanthe
MT431003,30-JUN-2020,15580,Oenanthe oenanthe
MT431002,30-JUN-2020,15580,Oenanthe oenanthe
MT431001,30-JUN-2020,15580,Oenanthe oenanthe
MT431000,30-JUN-2020,15580,Oenanthe oenanthe
MT430999,30-JUN-2020,15580,Oenanthe oenanthe
MT430998,30-JUN-2020,15580,Oenanthe oenanthe
MT430997,30-JUN-2020,15580,Oenanthe oenanthe
MT430996,30-JUN-2020,15580,Oenanthe oenanthe
MT430995,30-JUN-2020,15580,Oenanthe oenanthe
MT430994,30-JUN-2020,15580,Oenanthe oenanthe
MT430993,30-JUN-2020,15580,Oenanthe oenanthe
MT430992,30-JUN-2020,15580,Oenanthe oenanthe
MT430991,30-JUN-2020,15580,Oenanthe oenanthe
MT430990,30-JUN-2020,15580,Oenanthe oenanthe
MT554195,30-JUN-2020,16951,Terpsiphone paradisi
MN919176,23-JUN-2020,17477,Columba hodgsonii
MH102388,15-JUN-2020,16813,Chloris sinica
MT180470,10-JUN-2020,15982,Batrachostomus cornutus
NC_047279,26-APR-2020,17880,Geopelia cuneata
NC_047199,26-APR-2020,16991,Ara chloropterus
NC_046948,10-APR-2020,16761,Turdus cardis
NC_046943,10-APR-2020,16924,Paradoxornis heudei
MH141503,30-APR-2020,16694,Perdix dauurica
MN848144,25-APR-2020,17672,Turdoides affinis
MH061203,13-APR-2020,17702,Eremophila alpestris
MH061202,13-APR-2020,17855,Eremophila alpestris
MH061201,13-APR-2020,17383,Calandrella cinerea
MH061200,13-APR-2020,17383,Calandrella cinerea
MN930521,01-APR-2020,17880,Geopelia cuneata
MN865118,29-MAR-2020,16761,Turdus cardis
MN865117,28-MAR-2020,16924,Paradoxornis heudei
NC_046416,26-MAR-2020,16922,Phylloscopus fuscatus
NC_046419,26-MAR-2020,17021,Alaudala cheleensis
NC_046418,26-MAR-2020,17960,Acrocephalus orientalis
NC_046417,26-MAR-2020,17959,Sylvia curruca
MN604694,23-MAR-2020,16991,Ara chloropterus
MG681104,29-FEB-2020,17021,Alaudala cheleensis
MG681103,29-FEB-2020,17960,Acrocephalus orientalis
MG681102,29-FEB-2020,17959,Sylvia curruca
MG681101,29-FEB-2020,16922,Phylloscopus fuscatus
NC_045526,13-JAN-2020,16881,Seicercus borealis
NC_045525,13-JAN-2020,16904,Seicercus tenellipes
MN122910,27-JAN-2020,16748,Turdus merula
MN122895,27-JAN-2020,16928,Corvus corax
MN122863,27-JAN-2020,16820,Lanius collurio
MN122849,27-JAN-2020,16782,Poecile montanus
MN122832,27-JAN-2020,16824,Carpodacus erythrinus
MN122936,22-JAN-2020,16605,Larus argentatus
MN122928,22-JAN-2020,15723,Pluvialis apricaria
MN122926,22-JAN-2020,16705,Somateria mollissima
MN122925,22-JAN-2020,16932,Lanius excubitor
MN122921,22-JAN-2020,17691,Bubo bubo
MN122906,22-JAN-2020,15552,Larus marinus
MN122905,22-JAN-2020,15728,Hydroprogne caspia
MN122903,22-JAN-2020,15776,Athene noctua
MN122900,22-JAN-2020,16429,Phoenicurus phoenicurus
MN122897,22-JAN-2020,16855,Ciconia ciconia
MN122892,22-JAN-2020,16868,Luscinia svecica
MN122880,22-JAN-2020,17166,Aegolius funereus
MN122867,22-JAN-2020,16197,Accipiter gentilis
MN122856,22-JAN-2020,16537,Ardea cinerea
MN122837,22-JAN-2020,17883,Milvus milvus
MN122831,22-JAN-2020,16795,Dendrocopos major
MN122830,22-JAN-2020,16341,Fringilla coelebs
MN122829,22-JAN-2020,16979,Phylloscopus sibilatrix
MN122826,22-JAN-2020,16426,Accipiter nisus
MN122823,22-JAN-2020,16490,Strix aluco
MN122820,22-JAN-2020,16768,Chroicocephalus ridibundus
MK533705,15-JAN-2020,16905,Phylloscopus coronatus
MK411584,15-JAN-2020,16920,Phylloscopus schwarzi
NC_045379,12-DEC-2019,16814,Psittacula roseata
NC_045365,12-DEC-2019,16713,Dromaius baudinianus
MK390476,06-JAN-2020,16881,Seicercus borealis
MK390475,06-JAN-2020,16904,Seicercus tenellipes
MN065674,27-NOV-2019,16413,Psittacula krameri
MK986661,26-NOV-2019,16814,Psittacula roseata
MK625178,26-NOV-2019,16713,Dromaius baudinianus
MN013407,26-NOV-2019,16788,Gallus gallus gallus
EU410489,17-DEC-2008,17549,Todiramphus sanctus vagans
MN122898,25-NOV-2019,16086,Sylvia atricapilla
MN122918,25-NOV-2019,17029,Fulica atra
MN122908,25-NOV-2019,16742,Anser anser
MF776875,09-SEP-2019,16637,Pinguinus impennis
MF776874,09-SEP-2019,16612,Pinguinus impennis
MF776873,09-SEP-2019,16637,Pinguinus impennis
MF776872,09-SEP-2019,16554,Pinguinus impennis
MF776871,09-SEP-2019,16570,Pinguinus impennis
MF776870,09-SEP-2019,16604,Pinguinus impennis
MF776869,09-SEP-2019,16610,Pinguinus impennis
MF776868,09-SEP-2019,16486,Pinguinus impennis
MF776867,09-SEP-2019,16595,Pinguinus impennis
MF776866,09-SEP-2019,16641,Pinguinus impennis
MF776865,09-SEP-2019,16641,Pinguinus impennis
MF776864,09-SEP-2019,16639,Pinguinus impennis
MF776863,09-SEP-2019,16641,Pinguinus impennis
MF776862,09-SEP-2019,16638,Pinguinus impennis
MF776861,09-SEP-2019,16641,Pinguinus impennis
MF776860,09-SEP-2019,16629,Pinguinus impennis
MF776859,09-SEP-2019,16633,Pinguinus impennis
MF776858,09-SEP-2019,16629,Pinguinus impennis
MF776857,09-SEP-2019,16535,Pinguinus impennis
MF776856,09-SEP-2019,16641,Pinguinus impennis
MF776855,09-SEP-2019,16634,Pinguinus impennis
MF776854,09-SEP-2019,16638,Pinguinus impennis
MF776853,09-SEP-2019,16621,Pinguinus impennis
MF776852,09-SEP-2019,16557,Pinguinus impennis
MF776851,09-SEP-2019,16604,Pinguinus impennis
MF776850,09-SEP-2019,16638,Pinguinus impennis
MF776849,09-SEP-2019,16638,Pinguinus impennis
MF776848,09-SEP-2019,16641,Pinguinus impennis
MF776847,09-SEP-2019,16638,Pinguinus impennis
MF776846,09-SEP-2019,16641,Pinguinus impennis
MF776845,09-SEP-2019,16631,Pinguinus impennis
MF776844,09-SEP-2019,16640,Pinguinus impennis
MF776843,09-SEP-2019,16640,Pinguinus impennis
MF776842,09-SEP-2019,16641,Pinguinus impennis
MF776841,09-SEP-2019,16625,Pinguinus impennis
NC_045076,29-OCT-2019,16970,Ara macao
MN182499,05-NOV-2019,17915,Trichoglossus rubritorquis
MK656287,23-OCT-2019,18952,Bubo bubo
MK656286,23-OCT-2019,18952,Bubo bubo
MK656285,23-OCT-2019,18954,Bubo bubo
MK656284,23-OCT-2019,18951,Bubo bubo
MK656283,23-OCT-2019,18951,Bubo bubo
MK656282,23-OCT-2019,18954,Bubo bubo
MK656281,23-OCT-2019,18954,Bubo bubo
MK656280,23-OCT-2019,18951,Bubo bubo
MK656279,23-OCT-2019,18951,Bubo bubo
MK656278,23-OCT-2019,18949,Bubo bubo
MK656277,23-OCT-2019,18952,Bubo bubo
MK656276,23-OCT-2019,18952,Bubo bubo
MK656275,23-OCT-2019,18952,Bubo bubo
MK656274,23-OCT-2019,18951,Bubo bubo
MK656273,23-OCT-2019,18952,Bubo bubo
MK163565,15-OCT-2019,16785,Gallus gallus
MK163564,15-OCT-2019,16785,Gallus gallus
MK163563,15-OCT-2019,16784,Gallus gallus
MK163562,15-OCT-2019,16785,Gallus gallus
MK163561,15-OCT-2019,16784,Gallus gallus
MK163560,15-OCT-2019,16785,Gallus gallus
MK163559,15-OCT-2019,16785,Gallus gallus
MK529728,13-OCT-2019,17890,Zosterops borbonicus
MK524996,13-OCT-2019,17826,Zosterops pallidus
NC_044674,21-SEP-2019,16931,Caracara creightoni
NC_044673,21-SEP-2019,17077,Caracara cheriway
NC_044672,21-SEP-2019,17077,Caracara plancus
MK351784,17-SEP-2019,16969,Ara macao
MK351783,17-SEP-2019,16970,Ara macao
NC_044184,02-AUG-2019,18858,Pionites leucogaster
NC_044083,01-AUG-2019,18022,Poicephalus senegalus
NC_042502,07-JUN-2019,17026,Ectopistes migratorius
NC_042409,06-JUN-2019,16887,Psittacula derbiana
MN231452,26-AUG-2019,16931,Caracara creightoni
MN231451,26-AUG-2019,17077,Caracara cheriway
MN231450,26-AUG-2019,17077,Caracara plancus
NC_043950,22-JUL-2019,16684,Tetrao parvirostris kamtschaticus
NC_043949,22-JUL-2019,16688,Tetrao parvirostris parvirostris
NC_043948,22-JUL-2019,16963,Dicrurus hottentottus
MK759905,28-JUL-2019,18858,Pionites leucogaster
MK749396,29-JUL-2019,18022,Poicephalus senegalus
MK343132,29-JUL-2019,16986,Aratinga solstitialis
MK820678,13-JUL-2019,16693,Tetrao parvirostris parvirostris
MK820677,13-JUL-2019,16690,Tetrao parvirostris kamtschaticus
MK820676,13-JUL-2019,16684,Tetrao parvirostris kamtschaticus
MK820675,13-JUL-2019,16688,Tetrao parvirostris parvirostris
MK814795,13-JUL-2019,16963,Dicrurus hottentottus
NC_042765,25-JUN-2019,17139,Psittacula eupatria
NC_042731,25-JUN-2019,16828,Sitta nagaensis
NC_042730,25-JUN-2019,16822,Sitta himalayensis
MK343427,17-JUN-2019,16828,Sitta nagaensis
MK343426,17-JUN-2019,16822,Sitta himalayensis
NC_042233,12-MAY-2019,16705,Numenius tenuirostris
MH211399,15-MAY-2019,16807,Passer montanus
MH211398,15-MAY-2019,16887,Passer montanus
MH211397,15-MAY-2019,16888,Passer montanus
MH211396,15-MAY-2019,16886,Passer montanus
MK343134,04-MAY-2019,17139,Psittacula eupatria
MK343133,04-MAY-2019,16887,Psittacula derbiana
NC_041668,10-APR-2019,16795,Piranga leucoptera
NC_041667,10-APR-2019,16809,Piranga rubriceps
NC_041666,10-APR-2019,16802,Piranga erythrocephala
NC_041665,10-APR-2019,16808,Piranga bidentata
NC_041664,10-APR-2019,16804,Piranga ludoviciana
NC_041663,10-APR-2019,16810,Piranga olivacea
NC_041662,10-APR-2019,16806,Piranga hepatica
NC_041661,10-APR-2019,16814,Piranga flava
NC_041660,10-APR-2019,16803,Piranga lutea
NC_041659,10-APR-2019,16805,Piranga rubra
NC_041658,10-APR-2019,16782,Piranga roseogularis
NC_041578,10-APR-2019,17149,Rallus aquaticus
NC_041577,10-APR-2019,17647,Gallirallus striatus
NC_041576,10-APR-2019,16855,Hydrophasianus chirurgus
KY766922,30-APR-2019,16690,Tetraogallus himalayensis
