accession,submission_date,sequence_length,organism 
NC_001960,24-AUG-1999,16665,Salmo salar
NC_001778,24-AUG-1999,16624,Polypterus ornatipinnis
NC_013995,29-MAR-2010,16623,triploid Megalobrama amblycephala x Xenocypris davidi
NC_013994,29-MAR-2010,16623,diploid Megalobrama amblycephala x Xenocypris davidi
NC_013866,19-FEB-2010,16871,Melanocetus johnsonii
NC_013433,22-OCT-2009,16580,Carassius auratus x Megalobrama amblycephala pentaploid hybrid
NC_013431,22-OCT-2009,16580,Carassius auratus x Megalobrama amblycephala triploid hybrid
NC_013430,22-OCT-2009,16580,Carassius auratus x Megalobrama amblycephala tetraploid hybrid
NC_012715,22-MAY-2009,16635,Xenomystus nigri
NC_012713,22-MAY-2009,16030,Notopterus notopterus
NC_012714,21-MAY-2009,16823,Papyrocranus congoensis
NC_012712,21-MAY-2009,16164,Chitala ornata
NC_012711,21-MAY-2009,16177,Chitala lopis
NC_012710,21-MAY-2009,16272,Chitala blanci
NC_012707,21-MAY-2009,16088,Gymnarchus niloticus
NC_012705,21-MAY-2009,16753,Brevimyrus niger
NC_012680,11-MAY-2009,16534,Makaira mazara
NC_012679,11-MAY-2009,16509,Tetrapturus angustirostris
NC_012678,11-MAY-2009,16526,Kajikia audax
NC_012677,11-MAY-2009,16520,Xiphias gladius
NC_012676,11-MAY-2009,16524,Istiophorus platypterus
NC_012675,11-MAY-2009,16526,Istiompax indica
NC_012646,01-MAY-2009,16682,Acipenser sinensis
NC_012576,20-APR-2009,16594,Acipenser gueldenstaedtii
NC_012361,24-MAR-2009,16531,Fundulus diaphanus
NC_012377,24-MAR-2009,16524,Fundulus grandis
NC_012312,24-MAR-2009,16526,Fundulus heteroclitus
NC_012055,06-FEB-2009,16508,Pseudolabrus eoethinus
NC_012050,06-FEB-2009,16568,Gyrinomimus myersi
NC_012049,06-FEB-2009,16570,Gyrinomimus sp. UW 113191
NC_012048,06-FEB-2009,16532,Cetomimus sp. AMS I34481001
NC_012047,06-FEB-2009,16527,Procetichthys kreffti
NC_012046,06-FEB-2009,16534,Barbourisia rufa
NC_012045,06-FEB-2009,16528,Ataxolepis apus
NC_012044,06-FEB-2009,16494,Parataeniophorus gulosus
NC_012043,06-FEB-2009,16528,Eutaeniophorus festivus
NC_011922,22-JAN-2009,16551,Sinogastromyzon puliensis
NC_011715,17-DEC-2008,16574,Epinephelus lanceolatus
NC_011707,17-DEC-2008,17694,Pampus sp. LY-2009
NC_011637,05-DEC-2008,16453,Lagocephalus wheeleri
NC_011636,05-DEC-2008,16441,Torquigener brevipinnis
NC_011635,05-DEC-2008,16449,Takifugu ocellatus
NC_011634,05-DEC-2008,16444,Takifugu oblongus
NC_011633,05-DEC-2008,16447,Takifugu chinensis
NC_011632,05-DEC-2008,16442,Takifugu xanthopterus
NC_011631,05-DEC-2008,16443,Takifugu vermicularis
NC_011630,05-DEC-2008,16450,Takifugu snyderi
NC_011629,05-DEC-2008,16451,Takifugu stictonotus
NC_011628,05-DEC-2008,16447,Takifugu porphyreus
NC_011627,05-DEC-2008,16463,Takifugu pardalis
NC_011626,05-DEC-2008,16445,Takifugu obscurus
NC_011625,05-DEC-2008,16442,Takifugu alboplumbeus
NC_011624,05-DEC-2008,16448,Takifugu chrysops
NC_011623,05-DEC-2008,16720,Chelonodontops patoca
NC_011622,05-DEC-2008,16443,Takifugu exascurus
NC_011621,05-DEC-2008,16448,Takifugu poecilonotus
NC_011599,26-NOV-2008,16676,Scarus ghobban
NC_011582,14-NOV-2008,16359,Spinachia spinachia
NC_011580,14-NOV-2008,16472,Apeltes quadracus
NC_011578,14-NOV-2008,16514,Lutjanus kasmira
NC_011577,14-NOV-2008,16465,Culaea inconstans
NC_011575,14-NOV-2008,16635,Anguilla luzonensis
NC_011571,14-NOV-2008,16388,Pungitius pungitius
NC_011570,14-NOV-2008,16538,Gasterosteus wheatlandi
NC_011569,14-NOV-2008,16594,Aulichthys japonicus
NC_011388,22-OCT-2008,16071,Elassoma zonatum
NC_011387,22-OCT-2008,16177,Jordanella floridae
NC_011380,17-OCT-2008,16509,Fundulus olivaceus
NC_011381,17-OCT-2008,16735,Xenotoca eiseni
NC_011379,17-OCT-2008,16646,Xiphophorus maculatus
NC_011275,19-SEP-2008,16511,Lutjanus bengalensis
NC_011219,12-SEP-2008,16758,Rachycentron canadum
NC_011191,04-SEP-2008,17222,Halichoeres tenuispinis
NC_011199,04-SEP-2008,16621,Halichoeres trimaculatus
NC_011178,27-AUG-2008,16567,Iso hawaiiensis
NC_011175,27-AUG-2008,16527,Odontesthes sp. Odsp-001
NC_011173,27-AUG-2008,16721,Hyporhamphus sajori
NC_011174,27-AUG-2008,16456,Menidia menidia
NC_011169,27-AUG-2008,16556,Ptychochromoides katria
NC_011180,27-AUG-2008,16825,Ablennes hians
NC_011172,27-AUG-2008,16462,Oryzias sarasinorum
NC_011170,27-AUG-2008,16543,Paratilapia polleni
NC_011176,27-AUG-2008,16519,Aplocheilus panchax
NC_011179,27-AUG-2008,16457,Etroplus maculatus
NC_011171,27-AUG-2008,16976,Tylochromis polylepis
NC_011141,15-AUG-2008,16609,Mylopharyngodon piceus
NC_011113,05-AUG-2008,16795,Epinephelus akaara
NC_011111,05-AUG-2008,16418,Epinephelus coioides
NC_011009,23-JUN-2008,17488,Normichthys operosus
NC_011008,23-JUN-2008,16744,Narcetes erimelas
NC_011007,23-JUN-2008,17053,Maulisia mauli
NC_011006,23-JUN-2008,16629,Leptochilichthys agassizii
NC_011017,23-JUN-2008,16610,Bathytroctes microlepis
NC_011015,23-JUN-2008,16757,Bathyprion danae
NC_011012,23-JUN-2008,16829,Alepocephalus bicolor
NC_011010,23-JUN-2008,17143,Sagamichthys abei
NC_011018,23-JUN-2008,16535,Gonorynchus abbreviatus
NC_010979,13-JUN-2008,16446,Canthigaster rivulata
NC_010978,13-JUN-2008,16446,Canthigaster coronata
NC_010975,13-JUN-2008,16474,Arothron firmamentum
NC_010963,13-JUN-2008,16505,Lutjanus russellii
NC_010960,13-JUN-2008,16444,Sphoeroides pachygaster
NC_010977,13-JUN-2008,16609,Acanthopagrus latus
NC_010959,13-JUN-2008,16785,Oncorhynchus gorbuscha
NC_010649,02-MAY-2008,16566,Cobitis choii
NC_010270,18-JAN-2008,16392,Aeoliscus strigatus
NC_010267,18-JAN-2008,16583,Solenostomus cyanopterus
NC_010268,18-JAN-2008,16894,Aulorhynchus flavidus
NC_010274,18-JAN-2008,16458,Fistularia commersonii
NC_010271,18-JAN-2008,16514,Pegasus volitans
NC_010264,18-JAN-2008,16015,Eurypegasus draconis
NC_010265,18-JAN-2008,16016,Macroramphosus scolopax
NC_010273,18-JAN-2008,16545,Oostethus brachyurus
NC_010269,18-JAN-2008,18154,Aulostomus chinensis
NC_010272,18-JAN-2008,16527,Hippocampus kuda
NC_010234,09-JAN-2008,16634,Xyrauchen texanus
NC_010194,01-JAN-2008,16621,Hypophthalmichthys nobilis
NC_010110,05-DEC-2007,16550,Puntigrus tetrazona
NC_009773,05-SEP-2007,16516,Anarhichas lupus
NC_009710,27-JUL-2007,17841,Hippoglossus stenolepis
NC_009711,27-JUL-2007,18017,Reinhardtius hippoglossoides
NC_009709,27-JUL-2007,17546,Hippoglossus hippoglossus
NC_009591,19-JUN-2007,16736,Pellonula leonensis
NC_009590,19-JUN-2007,16733,Odaxothrissa vittata
NC_009588,19-JUN-2007,16617,Spratelloides delicatulus
NC_009586,19-JUN-2007,16655,Nematalosa japonica
NC_009584,19-JUN-2007,16642,Ilisha africana
NC_009579,19-JUN-2007,16897,Coilia nasus
NC_009585,19-JUN-2007,16809,Ilisha elongata
NC_009589,19-JUN-2007,16686,Spratelloides gracilis
NC_009582,19-JUN-2007,16898,Ethmalosa fimbriata
NC_009575,19-JUN-2007,16698,Alosa alosa
NC_009583,19-JUN-2007,16979,Etrumeus teres
NC_009580,19-JUN-2007,16792,Dorosoma petenense
NC_009593,19-JUN-2007,16668,Sprattus sprattus
NC_009587,19-JUN-2007,16651,Sardinella maderensis
NC_009581,19-JUN-2007,16674,Engraulis encrasicolus
NC_009576,19-JUN-2007,16646,Alosa pseudoharengus
NC_009578,19-JUN-2007,16700,Clupea pallasii
NC_009592,19-JUN-2007,16822,Sardina pilchardus
NC_009577,19-JUN-2007,16701,Clupea harengus
NC_009262,30-MAR-2007,16652,Oncorhynchus masou 'Biwa'
NC_009263,30-MAR-2007,16659,Oncorhynchus kisutch
NC_009125,15-MAR-2007,16501,Cyprinodon rubrofluviatilis
NC_002734,04-APR-2001,16542,Plecoglossus altivelis
NC_002761,02-MAY-2001,18705,Conger myriaster
NC_009057,27-FEB-2007,16626,Oreochromis sp. KM-2006
NC_009061,27-FEB-2007,16632,Olisthops cyanomelas
NC_009066,27-FEB-2007,17045,Halichoeres melanurus
NC_009064,27-FEB-2007,16703,Abudefduf vaigiensis
NC_009067,27-FEB-2007,16510,Pseudolabrus sieboldi
NC_009060,27-FEB-2007,16572,Ditrema temminckii
NC_009065,27-FEB-2007,16649,Amphiprion ocellaris
NC_009059,27-FEB-2007,16533,Cymatogaster aggregata
NC_009058,27-FEB-2007,16569,Astronotus ocellatus
NC_009062,27-FEB-2007,16587,Neolamprologus brichardi
NC_009063,27-FEB-2007,16598,Tropheus duboisi
NC_008655,12-DEC-2006,16580,Barbonymus gonionotus
NC_008684,12-DEC-2006,16602,Rhynchocypris percnurus mantschuricus
NC_008680,12-DEC-2006,17296,Vaillantella maassi
NC_008679,12-DEC-2006,16564,Schistura balteata
NC_008678,12-DEC-2006,16570,Misgurnus nikolskyi
NC_008677,12-DEC-2006,16588,Leptobotia mantschurica
NC_008675,12-DEC-2006,16602,Pangio anguillaris
NC_008673,12-DEC-2006,16580,Pseudohomaloptera leonardi
NC_008670,12-DEC-2006,16617,Barbatula toni
NC_008669,12-DEC-2006,16600,Acantopsis choirorhynchos
NC_008660,12-DEC-2006,17029,Esomus metallicus
NC_008656,12-DEC-2006,16603,Labeo batesii
NC_008649,12-DEC-2006,16604,Gnathopogon elongatus
NC_008653,12-DEC-2006,16616,Nipponocypris sieboldii
NC_008663,12-DEC-2006,16610,Pelecus cultratus
NC_008651,12-DEC-2006,16616,Tribolodon nakamurai
NC_008681,12-DEC-2006,16604,Pseudaspius leptocephalus
NC_008658,12-DEC-2006,17302,Pethia ticto
NC_008657,12-DEC-2006,16604,Labeo senegalensis
NC_008683,12-DEC-2006,16622,Chanodichthys mongolicus
NC_008667,12-DEC-2006,16620,Ischikauia steenackeri
NC_008672,12-DEC-2006,16609,Gyrinocheilus aymonieri
NC_008645,12-DEC-2006,16626,Cycleptus elongatus
NC_008671,12-DEC-2006,16937,Chromobotia macracanthus
NC_008650,12-DEC-2006,16606,Aphyocypris chinensis
NC_008666,12-DEC-2006,16417,Enteromius trimaculatus
NC_008664,12-DEC-2006,16600,Pungtungia herzi
NC_008665,12-DEC-2006,16601,Pseudorasbora pumila
NC_008642,12-DEC-2006,16674,Rhodeus ocellatus kurumeus
NC_008644,12-DEC-2006,16681,Hemibarbus barbus
NC_008668,12-DEC-2006,16778,Acheilognathus typus
NC_008661,12-DEC-2006,16682,Gymnocypris przewalskii
NC_008682,12-DEC-2006,16629,Xenocypris argentea
NC_008676,12-DEC-2006,16625,Hypentelium nigricans
NC_008659,12-DEC-2006,16605,Alburnus alburnus
NC_008654,12-DEC-2006,16600,Barbus barbus
NC_008652,12-DEC-2006,16613,Opsariichthys uncirostris
NC_008646,12-DEC-2006,16583,Notemigonus crysoleucas
NC_008643,12-DEC-2006,16706,Cyprinella lutrensis
NC_008648,12-DEC-2006,16612,Tinca tinca
NC_008662,12-DEC-2006,16607,Gobio gobio
NC_008647,12-DEC-2006,16625,Catostomus commersonii
NC_008616,05-DEC-2006,16640,Parargyrops edita
NC_008615,05-DEC-2006,16658,Oncorhynchus nerka
NC_008461,11-OCT-2006,17588,Verasper moseri
NC_008448,05-OCT-2006,19017,Galaxiella nigrostriata
NC_008455,05-OCT-2006,16527,Thunnus orientalis
NC_008324,06-SEP-2006,16599,Biwia zezera
NC_008107,09-JUN-2006,16704,Dorosoma cepedianum
NC_008111,09-JUN-2006,16602,Percina macrolepida
NC_008113,09-JUN-2006,16627,Minytrema melanops
NC_008108,09-JUN-2006,16601,Iberochondrostoma lemmingii
NC_008112,09-JUN-2006,16884,Phenacobius mirabilis
NC_008105,09-JUN-2006,16595,Gila robusta
NC_008102,09-JUN-2006,16654,Campostoma anomalum
NC_008104,09-JUN-2006,16328,Lepisosteus osseus
NC_008110,09-JUN-2006,16711,Notropis stramineus
NC_008106,09-JUN-2006,16484,Micropterus salmoides
NC_008109,09-JUN-2006,16548,Scomberomorus cavalla
NC_008103,09-JUN-2006,16545,Cyprinella spiloptera
NC_004697,07-APR-2003,16529,Tachysurus tokiensis
NC_004416,18-NOV-2002,16584,Sufflamen fraenatum
NC_004410,18-NOV-2002,16522,Pholis crassispina
NC_004409,18-NOV-2002,16697,Icelus toyamensis
NC_004403,18-NOV-2002,16526,Scalicus amiscus
NC_003196,19-OCT-2001,17031,Pagrus major
NC_003195,19-OCT-2001,16728,Helicolenus hilgendorfi
NC_003194,19-OCT-2001,16717,Dactyloptena peterseni
NC_003193,19-OCT-2001,16498,Mastacembelus favus
NC_003191,19-OCT-2001,16508,Antigonia capros
NC_003187,19-OCT-2001,16528,Hoplostethus japonicus
NC_003185,19-OCT-2001,16555,Danacetichthys galathenus
NC_003184,19-OCT-2001,16527,Exocoetus volitans
NC_003181,19-OCT-2001,16473,Polymixia lowei
NC_003164,19-OCT-2001,15985,Diaphus splendidus
NC_003180,19-OCT-2001,16686,Neoscopelus microchir
NC_003179,19-OCT-2001,16645,Ijimaia dofleini
NC_003178,19-OCT-2001,16650,Ateleopus japonicus
NC_003183,19-OCT-2001,16499,Cololabis saira
NC_003186,19-OCT-2001,16530,Rondeletia loricata
NC_003188,19-OCT-2001,16529,Beryx splendens
NC_003190,19-OCT-2001,16715,Zeus faber
NC_003182,19-OCT-2001,16685,Mugil cephalus
NC_003189,19-OCT-2001,16531,Myripristis berndti
NC_003192,19-OCT-2001,16622,Monopterus albus
NC_003095,05-SEP-2001,16006,Osteoglossum bicirrhosum
NC_003097,05-SEP-2001,16675,Engraulis japonicus
NC_003096,05-SEP-2001,15845,Pantodon buchholzi
NC_002812,03-JUL-2001,16577,Arctoscopus japonicus
NC_002813,03-JUL-2001,16559,Trachurus japonicus
NC_002674,20-FEB-2001,16653,Hime japonica
NC_002647,11-JAN-2001,16418,Diplophos taenia
NC_002648,11-JAN-2001,16481,Polymixia japonica
NC_002646,11-JAN-2001,16737,Coregonus lavaretus
NC_002616,01-DEC-2000,16881,Sardinops melanostictus
JQ420074,31-AUG-2012,16752,Plectropomus leopardus
JQ420073,31-AUG-2012,16838,Plectropomus leopardus
JQ048935,14-JAN-2012,16599,Sillago sihama
JQ390062,30-JUL-2012,16526,Prosopium cylindraceum
JQ390061,30-JUL-2012,16754,Prosopium williamsoni
JQ390060,30-JUL-2012,16744,Coregonus clupeaformis
JQ390059,30-JUL-2012,16864,Stenodus leucichthys
JQ390058,30-JUL-2012,16739,Coregonus nasus
JQ390056,30-JUL-2012,16671,Salmo salar
JQ390055,30-JUL-2012,16674,Salmo salar
EF427918,31-AUG-2007,16519,Anarhichas denticulatus
EF427917,31-AUG-2007,16519,Anarhichas minor
EF427916,31-AUG-2007,16516,Anarhichas lupus
NC_018135,10-JUL-2012,18704,Dissostichus eleginoides
NC_018134,10-JUL-2012,16610,Ctenopharyngodon idella x Megalobrama amblycephala
NC_018119,10-JUL-2012,16507,Anoplopoma fimbria
JX125584,08-JUL-2012,16610,Ctenopharyngodon idella x Megalobrama amblycephala
JX119017,08-JUL-2012,16610,Ctenopharyngodon idella x Megalobrama amblycephala
JX070112,01-JUL-2012,16507,Anoplopoma fimbria
HM856629,17-AUG-2010,16634,Misgurnus anguillicaudatus
HM641815,31-JUL-2011,16527,Tachysurus fulvidraco
JQ661487,06-MAR-2012,16735,Coregonus clupeaformis
JQ661486,06-MAR-2012,16734,Coregonus clupeaformis
JQ661485,06-MAR-2012,16736,Coregonus clupeaformis
JQ661484,06-MAR-2012,16734,Coregonus clupeaformis
JQ661483,06-MAR-2012,16735,Coregonus clupeaformis
JQ661482,06-MAR-2012,16736,Coregonus clupeaformis
JQ661481,06-MAR-2012,16736,Coregonus lavaretus
JQ661480,06-MAR-2012,16736,Coregonus lavaretus
JQ661479,06-MAR-2012,16736,Coregonus lavaretus
JQ661478,06-MAR-2012,16736,Coregonus lavaretus
JQ661477,06-MAR-2012,16736,Coregonus lavaretus
JQ661476,06-MAR-2012,16736,Coregonus lavaretus
JQ661475,06-MAR-2012,16736,Coregonus lavaretus
JQ661474,06-MAR-2012,16736,Coregonus lavaretus
JQ661473,06-MAR-2012,16736,Coregonus lavaretus
JQ661472,06-MAR-2012,16736,Coregonus lavaretus
JQ661471,06-MAR-2012,16737,Coregonus lavaretus
JQ661470,06-MAR-2012,16737,Coregonus lavaretus
JQ661469,06-MAR-2012,16736,Coregonus lavaretus
JQ661468,06-MAR-2012,16736,Coregonus lavaretus
JQ661467,06-MAR-2012,16737,Coregonus lavaretus
JQ661466,06-MAR-2012,16737,Coregonus lavaretus
JQ661465,06-MAR-2012,16736,Coregonus lavaretus
JQ661464,06-MAR-2012,16736,Coregonus lavaretus
JQ661463,06-MAR-2012,16736,Coregonus lavaretus
JQ661462,06-MAR-2012,16736,Coregonus lavaretus
JQ661461,06-MAR-2012,16737,Coregonus lavaretus
JQ661460,06-MAR-2012,16737,Coregonus lavaretus
JQ661459,06-MAR-2012,16736,Coregonus lavaretus
JQ661458,06-MAR-2012,16736,Coregonus lavaretus
JQ661457,06-MAR-2012,16736,Coregonus lavaretus
JQ661456,06-MAR-2012,16735,Coregonus lavaretus
JQ661455,06-MAR-2012,16736,Coregonus lavaretus
JQ661454,06-MAR-2012,16735,Coregonus lavaretus
JQ661453,06-MAR-2012,16736,Coregonus lavaretus
JQ661452,06-MAR-2012,16737,Coregonus lavaretus
JQ661451,06-MAR-2012,16737,Coregonus lavaretus
JQ661450,06-MAR-2012,16737,Coregonus lavaretus
JQ661449,06-MAR-2012,16737,Coregonus lavaretus
JQ661448,06-MAR-2012,16736,Coregonus lavaretus
JQ661447,06-MAR-2012,16737,Coregonus lavaretus
JQ661446,06-MAR-2012,16737,Coregonus lavaretus
JQ661445,06-MAR-2012,16737,Coregonus lavaretus
JQ661444,06-MAR-2012,16736,Coregonus lavaretus
JQ661443,06-MAR-2012,16737,Coregonus lavaretus
JQ661442,06-MAR-2012,16736,Coregonus lavaretus
JQ661441,06-MAR-2012,16737,Coregonus lavaretus
JQ661440,06-MAR-2012,16736,Coregonus lavaretus
JQ661439,06-MAR-2012,16737,Coregonus lavaretus
JQ661438,06-MAR-2012,16737,Coregonus lavaretus
JQ661437,06-MAR-2012,16736,Coregonus lavaretus
JQ661436,06-MAR-2012,16736,Coregonus lavaretus
JQ661435,06-MAR-2012,16736,Coregonus lavaretus
JQ661434,06-MAR-2012,16736,Coregonus lavaretus
JQ661433,06-MAR-2012,16736,Coregonus lavaretus
JQ661432,06-MAR-2012,16736,Coregonus lavaretus
JQ661431,06-MAR-2012,16737,Coregonus lavaretus
JQ661430,06-MAR-2012,16737,Coregonus lavaretus
JQ661429,06-MAR-2012,16736,Coregonus lavaretus
JQ661428,06-MAR-2012,16737,Coregonus lavaretus
JQ661427,06-MAR-2012,16736,Coregonus lavaretus
JQ661426,06-MAR-2012,16736,Coregonus lavaretus
JQ661425,06-MAR-2012,16736,Coregonus lavaretus
JQ661424,06-MAR-2012,16737,Coregonus lavaretus
JQ661423,06-MAR-2012,16736,Coregonus lavaretus
JQ661422,06-MAR-2012,16736,Coregonus lavaretus
JQ661421,06-MAR-2012,16736,Coregonus lavaretus
JQ661420,06-MAR-2012,16736,Coregonus lavaretus
JQ661419,06-MAR-2012,16736,Coregonus lavaretus
JQ661418,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661417,06-MAR-2012,16735,Coregonus oxyrinchus
JQ661416,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661415,06-MAR-2012,16735,Coregonus oxyrinchus
JQ661414,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661413,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661412,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661411,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661410,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661409,06-MAR-2012,16735,Coregonus oxyrinchus
JQ661408,06-MAR-2012,16735,Coregonus oxyrinchus
JQ661407,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661406,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661405,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661404,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661403,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661402,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661401,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661400,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661399,06-MAR-2012,16736,Coregonus oxyrinchus
JQ661398,06-MAR-2012,16737,Coregonus oxyrinchus
JQ661397,06-MAR-2012,16736,Coregonus lavaretus
JQ661396,06-MAR-2012,16737,Coregonus lavaretus
JQ661395,06-MAR-2012,16736,Coregonus lavaretus
JQ661394,06-MAR-2012,16737,Coregonus lavaretus
JQ661393,06-MAR-2012,16736,Coregonus lavaretus
JQ661392,06-MAR-2012,16736,Coregonus lavaretus
JQ661391,06-MAR-2012,16736,Coregonus lavaretus
JQ661390,06-MAR-2012,16736,Coregonus lavaretus
JQ661389,06-MAR-2012,16736,Coregonus lavaretus
JQ661388,06-MAR-2012,16737,Coregonus lavaretus
JQ661387,06-MAR-2012,16736,Coregonus lavaretus
JQ661386,06-MAR-2012,16736,Coregonus lavaretus
JQ661385,06-MAR-2012,16736,Coregonus lavaretus
JQ661384,06-MAR-2012,16736,Coregonus lavaretus
JQ661383,06-MAR-2012,16736,Coregonus lavaretus
JQ661382,06-MAR-2012,16737,Coregonus lavaretus
JN378751,24-AUG-2011,17002,Siniperca knerii
JN084101,13-JUL-2011,16581,Siniperca scherzeri
JF972568,20-JUN-2011,16496,Siniperca chuatsi
HQ391897,31-OCT-2010,16479,Micropterus floridanus
HQ391896,31-OCT-2010,16486,Micropterus salmoides salmoides
JQ728563,01-APR-2012,16496,Argyrosomus japonicus
JQ728562,01-APR-2012,16626,Dendrophysa russelii
FJ211846,01-JUL-2009,16481,Gillichthys seta
JN182927,04-JAN-2012,16543,Lutjanus argentimaculatus
GU109281,30-NOV-2011,16646,Scomberomorus niphonius
AP010773,22-JUN-2010,16656,Oncorhynchus keta
VHII01000304,30-JAN-2020,16952,Perca fluviatilis
VFJC01000001,15-OCT-2019,16517,Pangasianodon hypophthalmus
AB105447,07-JAN-2004,16506,Auxis thazard
MG739436,05-JUN-2019,16894,Epinephelus chlorostigma
KM985373,03-FEB-2015,16940,Cyprinodon macularius
AP009188,01-OCT-2008,16519,Chilomycterus reticulatus
AP009187,01-OCT-2008,16486,Lactoria diaphana
AP009186,01-OCT-2008,16492,Anoplocapros lenticularis
AP009185,01-OCT-2008,16440,Thamnaconus modestus
AP009184,01-OCT-2008,16426,Cantherhines pardalis
AP009183,01-OCT-2008,16451,Aluterus scriptus
AP009182,01-OCT-2008,16518,Xenobalistes tumidipectoris
AP007237,14-DEC-2004,16693,Anguilla bicolor pacifica
AP009167,03-APR-2007,16530,Diagramma picta
AP007249,14-DEC-2004,16678,Anguilla rostrata
AP007248,14-DEC-2004,16690,Anguilla reinhardtii
AP007247,14-DEC-2004,16704,Anguilla obscura
AP007246,14-DEC-2004,16707,Anguilla nebulosa nebulosa
AP007244,14-DEC-2004,16694,Anguilla mossambica
AP007243,14-DEC-2004,16714,Anguilla megastoma
AP007242,14-DEC-2004,16745,Anguilla marmorata
AP007241,14-DEC-2004,16713,Anguilla interioris
AP007240,14-DEC-2004,16687,Anguilla dieffenbachii
AP007239,14-DEC-2004,16700,Anguilla celebesensis
AP007238,14-DEC-2004,16550,Anguilla malgumora
AP007236,14-DEC-2004,16700,Anguilla bicolor bicolor
AP007235,14-DEC-2004,16682,Anguilla australis schmidti
AP007234,14-DEC-2004,16686,Anguilla australis australis
AP007233,14-DEC-2004,16683,Anguilla anguilla
AP006858,05-MAR-2005,16446,Latimeria menadoensis
AP007250,09-OCT-2009,16099,Serrivomer sector
AP007245,14-DEC-2004,16833,Anguilla labiata
AP003092,03-JUL-2001,16559,Trachurus japonicus
AB280688,27-OCT-2007,15888,Stylephorus chordatus
AB280687,27-OCT-2007,15894,Stylephorus chordatus
AP008948,07-JAN-2006,16199,Oryzias latipes
AP008947,07-JAN-2006,16948,Oryzias latipes
AP008946,07-JAN-2006,16217,Oryzias latipes
AP008945,07-JAN-2006,16472,Oryzias latipes
AP008944,07-JAN-2006,16198,Oryzias latipes
AP008943,07-JAN-2006,16437,Oryzias latipes
AP008942,07-JAN-2006,16767,Oryzias latipes
AP008941,07-JAN-2006,16480,Oryzias latipes
AP008940,07-JAN-2006,16744,Oryzias latipes
AP008939,07-JAN-2006,16745,Oryzias latipes
AP008938,07-JAN-2006,16714,Oryzias latipes
AP009216,08-JAN-2009,16433,Chaetodermis penicilligerus
AP009228,08-JAN-2009,16440,Scobinichthys granulatus
AP009227,08-JAN-2009,16447,Rudarius ercodes
AP009226,08-JAN-2009,16582,Pseudalutarius nasicornis
AP009214,08-JAN-2009,16440,Amanses scopas
AP009213,08-JAN-2009,16446,Acreichthys tomentosus
AP009212,08-JAN-2009,16441,Acanthaluteres brownii
AP009211,08-JAN-2009,16515,Xanthichthys auromarginatus
AP009210,08-JAN-2009,16491,Rhinecanthus aculeatus
AP009209,08-JAN-2009,16515,Pseudobalistes flavimarginatus
AP009208,08-JAN-2009,16554,Odonus niger
AP009207,08-JAN-2009,16503,Melichthys vidua
AP009206,08-JAN-2009,16524,Canthidermis maculata
AP009205,08-JAN-2009,16549,Balistoides conspicillum
AP009225,08-JAN-2009,16434,Pseudomonacanthus peroni
AP009224,08-JAN-2009,16526,Pervagor janthinosoma
AP009223,08-JAN-2009,16425,Paramonacanthus choirocephalus
AP009222,08-JAN-2009,16427,Paraluteres prionurus
AP009221,08-JAN-2009,16597,Oxymonacanthus longirostris
AP009220,08-JAN-2009,16297,Nelusetta ayraudi
AP009219,08-JAN-2009,16430,Monacanthus chinensis
AP009218,08-JAN-2009,16438,Meuschenia hippocrepis
AP009217,08-JAN-2009,16442,Eubalichthys mosaicus
AP009204,08-JAN-2009,16518,Balistes vetula
AP009203,08-JAN-2009,16492,Balistapus undulatus
AP009202,08-JAN-2009,16502,Abalistes stellaris
AP009215,08-JAN-2009,16421,Brachaluteres ulvarum
AP006006,20-SEP-2007,16509,Centropyge loriculus
AB305023,29-MAY-2007,16941,Pagellus bogaraveo
AP006032,20-SEP-2007,16503,Zebrasoma flavescens
AP006007,20-SEP-2007,16833,Chaetodontoplus septentrionalis
AP006005,20-SEP-2007,16772,Heniochus diphreutes
AP006004,20-SEP-2007,16530,Chaetodon auripes
AP006000,20-SEP-2007,16511,Lutjanus rivulatus
AP005990,20-SEP-2007,16488,Coreoperca kawamebari
AP009181,03-APR-2007,16523,Doederleinia berycoides
AP009177,03-APR-2007,16514,Diodon holocanthus
AP009176,03-APR-2007,16502,Ostracion immaculatus
AP009175,03-APR-2007,16485,Kentrocapros aculeatus
AP009174,03-APR-2007,16565,Triacanthus biaculeatus
AP009173,03-APR-2007,16332,Trixiphichthys weberi
AP009172,03-APR-2007,16497,Triacanthodes anomalus
AP009171,03-APR-2007,16497,Macrorhamphosodes uradoi
