accession,submission_date,sequence_length,organism 
MK790726,30-Apr-19,16390,Globicephala macrorhynchus
MK790725,30-Apr-19,16390,Globicephala macrorhynchus
MK790724,30-Apr-19,16390,Globicephala macrorhynchus
MK790723,30-Apr-19,16390,Globicephala macrorhynchus
MK790722,30-Apr-19,16390,Globicephala macrorhynchus
MK790721,30-Apr-19,16388,Globicephala macrorhynchus
MK790720,30-Apr-19,16390,Globicephala macrorhynchus
MK790719,30-Apr-19,16390,Globicephala macrorhynchus
MK790718,30-Apr-19,16390,Globicephala macrorhynchus
MK790717,30-Apr-19,16390,Globicephala macrorhynchus
MK790716,30-Apr-19,16390,Globicephala macrorhynchus
MK790715,30-Apr-19,16390,Globicephala macrorhynchus
MK790714,30-Apr-19,16390,Globicephala macrorhynchus
MK790713,30-Apr-19,16390,Globicephala macrorhynchus
MK790712,30-Apr-19,16388,Globicephala macrorhynchus
MK790711,30-Apr-19,16390,Globicephala macrorhynchus
MK790710,30-Apr-19,16390,Globicephala macrorhynchus
MK790709,30-Apr-19,16390,Globicephala macrorhynchus
MK790708,30-Apr-19,16390,Globicephala macrorhynchus
MK790707,30-Apr-19,16390,Globicephala macrorhynchus
MK790706,30-Apr-19,16390,Globicephala macrorhynchus
MK790705,30-Apr-19,16390,Globicephala macrorhynchus
MK790704,30-Apr-19,16390,Globicephala macrorhynchus
MK790703,30-Apr-19,16390,Globicephala macrorhynchus
MK790702,30-Apr-19,16390,Globicephala macrorhynchus
MK790701,30-Apr-19,16390,Globicephala macrorhynchus
MK790700,30-Apr-19,16390,Globicephala macrorhynchus
MK790699,30-Apr-19,16390,Globicephala macrorhynchus
MK790698,30-Apr-19,16390,Globicephala macrorhynchus
MK790697,30-Apr-19,16389,Globicephala macrorhynchus
MK790696,30-Apr-19,16390,Globicephala macrorhynchus
MK790695,30-Apr-19,16390,Globicephala macrorhynchus
MK790694,30-Apr-19,16390,Globicephala macrorhynchus
MK790693,30-Apr-19,16390,Globicephala macrorhynchus
MK790692,30-Apr-19,16389,Globicephala macrorhynchus
MK790691,30-Apr-19,16390,Globicephala macrorhynchus
MK790690,30-Apr-19,16390,Globicephala macrorhynchus
MK790689,30-Apr-19,16390,Globicephala macrorhynchus
MK790688,30-Apr-19,16390,Globicephala macrorhynchus
MK790687,30-Apr-19,16390,Globicephala macrorhynchus
MK790686,30-Apr-19,16389,Globicephala macrorhynchus
MK032069,1-May-19,16967,Crocidura fuliginosa
MH910343,1-May-19,16386,Steno bredanensis
CM016494,7-May-19,16363,Monodon monoceros
MF784604,7-May-19,16418,Alces alces
MF784603,7-May-19,16418,Alces alces
MF784602,7-May-19,16418,Alces alces
MF784601,7-May-19,16418,Alces alces
MF784600,7-May-19,16418,Alces alces
MF784599,7-May-19,16418,Alces alces
MF784598,7-May-19,16418,Alces alces
MF784597,7-May-19,16418,Alces alces
MH255807,9-May-19,17022,Ursus arctos
NC_042243,12-May-19,16438,Marmota flaviventris
NC_042196,12-May-19,17038,Sorex minutissimus
MH166880,12-May-19,16346,Phodopus sungorus
NC_042218,12-May-19,16347,Mesoplodon bidens
NC_042217,12-May-19,16342,Mesoplodon mirus
CM016609,17-May-19,16841,Ornithorhynchus anatinus
CM016610,17-May-19,16838,Rhinolophus ferrumequinum
CM016611,17-May-19,16692,Phyllostomus discolor
CM016608,30-May-19,16756,Canis lupus familiaris
MH931229,2-Jun-19,16578,Melursus ursinus
MH910095,2-Jun-19,16706,Melursus ursinus
MH880816,2-Jun-19,16528,Melursus ursinus
MK847870,3-Jun-19,15681,Myotragus balearicus
MK847869,3-Jun-19,16516,Myotragus balearicus
MK847868,3-Jun-19,16583,Myotragus balearicus
MK847867,3-Jun-19,16648,Myotragus balearicus
MK847866,3-Jun-19,16566,Myotragus balearicus
MK847865,3-Jun-19,16376,Myotragus balearicus
MK847864,3-Jun-19,16486,Myotragus balearicus
MK847863,3-Jun-19,16504,Myotragus balearicus
MK847862,3-Jun-19,16657,Myotragus balearicus
MK847861,3-Jun-19,16629,Myotragus balearicus
MK847860,3-Jun-19,16637,Myotragus balearicus
MK847859,3-Jun-19,16627,Myotragus balearicus
MK847858,3-Jun-19,16373,Myotragus balearicus
MH155202,10-Jun-19,16469,Capricornis sumatraensis
MH362797,10-Jun-19,16513,Conepatus chinga
MH248068,10-Jun-19,16397,Neodon forresti
NC_042604,13-Jun-19,16431,Moschus leucogaster
NC_042596,13-Jun-19,16513,Conepatus chinga
MH746950,16-Jun-19,16757,Canis lupus lupus
MH801939,17-Jun-19,16755,Blarina hylophaga
MH801938,17-Jun-19,16919,Blarina brevicauda
MH801937,17-Jun-19,17025,Blarinella wardi
MH801936,17-Jun-19,17130,Blarinella cf. quadraticauda KIZ AL11069
MH801935,17-Jun-19,16968,Pantherina griselda
NC_042823,25-Jun-19,16346,Phodopus sungorus
NC_042762,25-Jun-19,16967,Crocidura fuliginosa
NC_042761,25-Jun-19,16386,Steno bredanensis
MH921427,25-Jun-19,16322,Bos grunniens
NC_042943,25-Jun-19,16637,Myotragus balearicus
NC_042750,25-Jun-19,17130,Blarinella cf. quadraticauda KIZ AL11069
NC_042749,25-Jun-19,16968,Pantherina griselda
NC_042734,25-Jun-19,16919,Blarina brevicauda
NC_042694,25-Jun-19,16755,Blarina hylophaga
NC_042667,25-Jun-19,16332,Gerbilliscus leucogaster
MK100122,30-Jun-19,16655,Equus caballus
MK100123,30-Jun-19,16656,Equus caballus
CM017011,3-Jul-19,16440,Globicephala melas
CM017009,3-Jul-19,16611,Sus scrofa scrofa
MK105852,3-Jul-19,17293,Ochotona dauurica
MK110676,3-Jul-19,17407,Sorex daphaenodon
MK748332,10-Jul-19,16584,Budorcas taxicolor taxicolor
KX449332,13-Jul-19,16642,Arctictis binturong albifrons
MN095549,17-Jul-19,16682,Porcula salvania
NC_043930,22-Jul-19,16584,Budorcas taxicolor taxicolor
NC_043895,22-Jul-19,16642,Arctictis binturong albifrons
NC_043879,22-Jul-19,16682,Porcula salvania
CM017348,26-Jul-19,17044,Lynx canadensis
NC_044107,1-Aug-19,17407,Sorex daphaenodon
NC_044120,2-Aug-19,17293,Ochotona dauurica
MH523628,7-Aug-19,16961,Miniopterus fuliginosus
MK948870,2-Sep-19,17109,Lepus arcticus
MK948871,2-Sep-19,16650,Canis lupus orion
MN122927,2-Sep-19,16033,Pipistrellus pygmaeus
MN122924,2-Sep-19,16843,Erinaceus europaeus
MN122915,2-Sep-19,16867,Neomys fodiens
MN122914,2-Sep-19,16071,Pipistrellus nathusii
MN122913,2-Sep-19,16562,Vulpes vulpes
MN122912,2-Sep-19,16188,Neomys fodiens
MN122909,2-Sep-19,16289,Sorex araneus
MN122907,2-Sep-19,16760,Nyctalus noctula
MN122890,2-Sep-19,16452,Martes martes
MN122885,2-Sep-19,16043,Myotis brandtii
MN122881,2-Sep-19,16838,Plecotus auritus
MN122879,2-Sep-19,16446,Mustela putorius
MN122876,2-Sep-19,15987,Nyctalus noctula
MN122872,2-Sep-19,16744,Talpa europaea
MN122868,2-Sep-19,16404,Meles meles
MN122860,2-Sep-19,17116,Myotis daubentonii
MN122857,2-Sep-19,16736,Vespertilio murinus
MN122855,2-Sep-19,17024,Myotis dasycneme
MN122847,2-Sep-19,16226,Sorex araneus
MN122845,2-Sep-19,16445,Mustela putorius
MN122838,2-Sep-19,16569,Lutra lutra
MN122818,2-Sep-19,16178,Myotis nattereri
CM017888,3-Sep-19,24270,Delphinapterus leucas
LR632920,6-Sep-19,16440,Marmota monax
NC_044489,6-Sep-19,16961,Miniopterus fuliginosus
BK010918,10-Sep-19,16156,Arctocephalus gazella
MG570472,14-Sep-19,16739,Monachus monachus
MG570475,14-Sep-19,16739,Monachus monachus
MG570474,14-Sep-19,16747,Monachus monachus
MG570473,14-Sep-19,16739,Monachus monachus
MG570471,14-Sep-19,16739,Monachus monachus
MN200938,15-Sep-19,16340,Bos taurus
MN200937,15-Sep-19,16339,Bos taurus
MN200936,15-Sep-19,16340,Bos taurus
MN200935,15-Sep-19,16339,Bos taurus
MN200934,15-Sep-19,16339,Bos taurus
MN200933,15-Sep-19,16338,Bos taurus
MN200932,15-Sep-19,16338,Bos taurus
MN200931,15-Sep-19,16338,Bos taurus
MN200930,15-Sep-19,16339,Bos taurus
MN200929,15-Sep-19,16340,Bos taurus
MN200928,15-Sep-19,16339,Bos taurus
MN200927,15-Sep-19,16339,Bos taurus
MN200926,15-Sep-19,16339,Bos taurus
MN200925,15-Sep-19,16338,Bos taurus
MN200924,15-Sep-19,16339,Bos taurus
MN200923,15-Sep-19,16338,Bos taurus
MN200922,15-Sep-19,16339,Bos taurus
MN200921,15-Sep-19,16339,Bos taurus
MN200920,15-Sep-19,16338,Bos taurus
MN200919,15-Sep-19,16339,Bos taurus
MN200918,15-Sep-19,16339,Bos taurus
MN200917,15-Sep-19,16339,Bos taurus
MN200916,15-Sep-19,16338,Bos taurus
MN200915,15-Sep-19,16339,Bos taurus
MN200914,15-Sep-19,16339,Bos taurus
MN200913,15-Sep-19,16339,Bos taurus
MN200912,15-Sep-19,16339,Bos taurus
MN200911,15-Sep-19,16338,Bos taurus
MN200910,15-Sep-19,16340,Bos taurus
MN200909,15-Sep-19,16339,Bos taurus
MN200908,15-Sep-19,16338,Bos taurus
MN200907,15-Sep-19,16338,Bos taurus
MN200906,15-Sep-19,16340,Bos taurus
MN200905,15-Sep-19,16340,Bos taurus
MN200904,15-Sep-19,16339,Bos taurus
MN200903,15-Sep-19,16338,Bos taurus
MN200902,15-Sep-19,16338,Bos taurus
MN200901,15-Sep-19,16338,Bos taurus
MN200900,15-Sep-19,16338,Bos taurus
MN200899,15-Sep-19,16339,Bos taurus
MN200898,15-Sep-19,16339,Bos taurus
MN200897,15-Sep-19,16340,Bos taurus
MN200896,15-Sep-19,16339,Bos taurus
MN200895,15-Sep-19,16339,Bos taurus
MN200894,15-Sep-19,16339,Bos taurus
MN200893,15-Sep-19,16338,Bos taurus
MN200892,15-Sep-19,16340,Bos taurus
MN200891,15-Sep-19,16339,Bos taurus
MN200890,15-Sep-19,16339,Bos taurus
MN200889,15-Sep-19,16339,Bos taurus
MN200888,15-Sep-19,16339,Bos taurus
MN200887,15-Sep-19,16338,Bos taurus
MN200886,15-Sep-19,16339,Bos taurus
MN200885,15-Sep-19,16338,Bos taurus
MN200884,15-Sep-19,16339,Bos taurus
MN200883,15-Sep-19,16338,Bos taurus
MN200882,15-Sep-19,16338,Bos taurus
MN200881,15-Sep-19,16340,Bos taurus
MN200880,15-Sep-19,16339,Bos taurus
MN200879,15-Sep-19,16339,Bos taurus
MN200878,15-Sep-19,16339,Bos taurus
MN200877,15-Sep-19,16338,Bos taurus
MN200876,15-Sep-19,16339,Bos taurus
MN200875,15-Sep-19,16339,Bos taurus
MN200874,15-Sep-19,16338,Bos taurus
MN200873,15-Sep-19,16339,Bos taurus
MN200872,15-Sep-19,16339,Bos taurus
MN200871,15-Sep-19,16338,Bos taurus
MN200870,15-Sep-19,16339,Bos taurus
MN200869,15-Sep-19,16338,Bos taurus
MN200868,15-Sep-19,16340,Bos taurus
MN200867,15-Sep-19,16340,Bos taurus
MN200866,15-Sep-19,16338,Bos taurus
MN200865,15-Sep-19,16338,Bos taurus
MN200864,15-Sep-19,16339,Bos taurus
MN200863,15-Sep-19,16339,Bos taurus
MN200862,15-Sep-19,16338,Bos taurus
MN200861,15-Sep-19,16338,Bos taurus
MN200860,15-Sep-19,16339,Bos taurus
MN200859,15-Sep-19,16339,Bos taurus
MN200858,15-Sep-19,16338,Bos taurus
MN200857,15-Sep-19,16340,Bos taurus
MN200856,15-Sep-19,16340,Bos taurus
MN200855,15-Sep-19,16339,Bos taurus
MN200854,15-Sep-19,16339,Bos taurus
MN200853,15-Sep-19,16338,Bos taurus
MN200852,15-Sep-19,16339,Bos taurus
MN200851,15-Sep-19,16339,Bos taurus
MN200850,15-Sep-19,16339,Bos taurus
MN200849,15-Sep-19,16339,Bos taurus
MN200848,15-Sep-19,16339,Bos taurus
MN200847,15-Sep-19,16339,Bos taurus
MN200846,15-Sep-19,16339,Bos taurus
MN200845,15-Sep-19,16339,Bos taurus
MN200844,15-Sep-19,16338,Bos taurus
MN200843,15-Sep-19,16340,Bos taurus
MN200842,15-Sep-19,16339,Bos taurus
MN200841,15-Sep-19,16339,Bos taurus
MN200840,15-Sep-19,16339,Bos taurus
MN200839,15-Sep-19,16339,Bos taurus
MN200838,15-Sep-19,16339,Bos taurus
MN200837,15-Sep-19,16339,Bos taurus
MN200836,15-Sep-19,16340,Bos taurus
MN200835,15-Sep-19,16339,Bos taurus
MN200834,15-Sep-19,16340,Bos taurus
MN200833,15-Sep-19,16340,Bos taurus
MN200832,15-Sep-19,16340,Bos taurus
MN200831,15-Sep-19,16339,Bos taurus
MN200830,15-Sep-19,16339,Bos taurus
MN200829,15-Sep-19,16340,Bos taurus
MN200828,15-Sep-19,16339,Bos taurus
MN200827,15-Sep-19,16340,Bos taurus
MN200826,15-Sep-19,16338,Bos taurus
MN200825,15-Sep-19,16339,Bos taurus
MN200824,15-Sep-19,16340,Bos taurus
MN200823,15-Sep-19,16339,Bos taurus
MN200822,15-Sep-19,16338,Bos taurus
MN200821,15-Sep-19,16340,Bos taurus
MN200820,15-Sep-19,16338,Bos taurus
MN200819,15-Sep-19,16340,Bos taurus
MN200818,15-Sep-19,16340,Bos taurus
MN200817,15-Sep-19,16340,Bos taurus
MN200816,15-Sep-19,16340,Bos taurus
MN200815,15-Sep-19,16339,Bos taurus
MN200814,15-Sep-19,16338,Bos taurus
MN200813,15-Sep-19,16340,Bos taurus
MN200812,15-Sep-19,16339,Bos taurus
MN200811,15-Sep-19,16338,Bos taurus
MN200810,15-Sep-19,16340,Bos taurus
MN200809,15-Sep-19,16339,Bos taurus
MN200808,15-Sep-19,16339,Bos taurus
MN200807,15-Sep-19,16338,Bos taurus
MN200806,15-Sep-19,16340,Bos taurus
MN200805,15-Sep-19,16338,Bos taurus
MN200804,15-Sep-19,16340,Bos taurus
MN200803,15-Sep-19,16338,Bos taurus
MN200802,15-Sep-19,16338,Bos taurus
MN200801,15-Sep-19,16338,Bos taurus
MN200800,15-Sep-19,16338,Bos taurus
MN200799,15-Sep-19,16339,Bos taurus
MN200798,15-Sep-19,16338,Bos taurus
MN200797,15-Sep-19,16339,Bos taurus
MN200796,15-Sep-19,16340,Bos taurus
MN200795,15-Sep-19,16339,Bos taurus
MN200794,15-Sep-19,16339,Bos taurus
MN200793,15-Sep-19,16340,Bos taurus
MN200792,15-Sep-19,16339,Bos taurus
MN200791,15-Sep-19,16339,Bos taurus
MN200790,15-Sep-19,16340,Bos taurus
MN200789,15-Sep-19,16340,Bos taurus
MN200788,15-Sep-19,16338,Bos taurus
MN200787,15-Sep-19,16339,Bos taurus
MN200786,15-Sep-19,16340,Bos taurus
MN200785,15-Sep-19,16339,Bos taurus
MN200784,15-Sep-19,16339,Bos taurus
MN200783,15-Sep-19,16339,Bos taurus
MN200782,15-Sep-19,16339,Bos taurus
MN200781,15-Sep-19,16339,Bos taurus
MN200780,15-Sep-19,16339,Bos taurus
MN200779,15-Sep-19,16338,Bos taurus
NC_044769,21-Sep-19,17109,Lepus arcticus
CM018178,26-Sep-19,16370,Phocoena sinus
NC_044858,26-Sep-19,16606,Equus burchellii quagga
NC_044933,30-Sep-19,16426,Bootherium bombifrons
MK770201,1-Oct-19,16367,Bos gaurus
MK043027,1-Oct-19,16964,Panthera pardus
MK344653,1-Oct-19,16581,Sus scrofa
MK344652,1-Oct-19,16581,Sus scrofa
MK344651,1-Oct-19,16581,Sus scrofa
MK344650,1-Oct-19,16581,Sus scrofa
MK290991,1-Oct-19,16581,Sus scrofa
CM018432,7-Oct-19,16858,Crocuta crocuta
NC_044972,8-Oct-19,16739,Monachus monachus
MH818224,12-Oct-19,16476,Mustela sibirica
MH978908,12-Oct-19,16672,Otocolobus manul
MK124956,14-Oct-19,16323,Bos grunniens
MK124955,14-Oct-19,16323,Bos grunniens
MK166028,16-Oct-19,16225,Otomys irroratus
MK166027,16-Oct-19,16301,Mus caroli
MN125184,22-Oct-19,16509,Rousettus amplexicaudatus
NC_045044,29-Oct-19,16509,Rousettus amplexicaudatus
NC_045060,29-Oct-19,16407,Rucervus duvaucelii branderi
CM018763,4-Nov-19,16340,Bos grunniens x Bos taurus
MK033130,6-Nov-19,16323,Bos mutus
MK303945,10-Nov-19,16524,Capricornis rubidus
MK234706,17-Nov-19,16640,Capra hircus
MK234704,17-Nov-19,16359,Bubalus bubalis
MK234705,17-Nov-19,16640,Capra hircus
MK977600,19-Nov-19,17736,Murexia melanurus
NC_045217,25-Nov-19,17736,Murexia melanurus
NC_045205,25-Nov-19,16524,Capricornis rubidus
MK251046,27-Nov-19,16730,Sus scrofa
MK248682,27-Nov-19,16613,Sus scrofa
MK248681,27-Nov-19,16613,Sus scrofa
MF990206,30-Nov-19,16360,Platanista gangetica
MN105083,30-Nov-19,16881,Trichechus manatus latirostris
MH939287,1-Dec-19,16309,Melanomys caliginosus
MN365274,1-Dec-19,16384,Sousa teuszii
MN124685,1-Dec-19,16389,Balaena mysticetus
MN159085,1-Dec-19,16391,Balaena mysticetus
MN159084,1-Dec-19,16389,Balaena mysticetus
MN159083,1-Dec-19,16390,Balaena mysticetus
MN159082,1-Dec-19,16389,Balaena mysticetus
MN159081,1-Dec-19,16389,Balaena mysticetus
MN159080,1-Dec-19,16390,Balaena mysticetus
MN145939,1-Dec-19,16389,Balaena mysticetus
MN145938,1-Dec-19,16389,Balaena mysticetus
MN145937,1-Dec-19,16389,Balaena mysticetus
MG837636,7-Dec-19,16290,Martes zibellina
MG837635,7-Dec-19,16290,Martes zibellina
MG837634,7-Dec-19,16290,Martes zibellina
MG837633,7-Dec-19,16290,Martes zibellina
MG837632,7-Dec-19,16292,Martes zibellina
MG837631,7-Dec-19,16290,Martes zibellina
MG837630,7-Dec-19,16290,Martes zibellina
MG837629,7-Dec-19,16290,Martes zibellina
MG837628,7-Dec-19,16290,Martes zibellina
MG837627,7-Dec-19,16290,Martes zibellina
MG837626,7-Dec-19,16291,Martes zibellina
MG837625,7-Dec-19,16292,Martes zibellina
MG837624,7-Dec-19,16291,Martes zibellina
MG837623,7-Dec-19,16291,Martes zibellina
MG837622,7-Dec-19,16290,Martes zibellina
MG837621,7-Dec-19,16291,Martes zibellina
MG837620,7-Dec-19,16290,Martes zibellina
MG837619,7-Dec-19,16290,Martes zibellina
MG837618,7-Dec-19,16290,Martes zibellina
MG837617,7-Dec-19,16292,Martes zibellina
MG837616,7-Dec-19,16292,Martes zibellina
MG837615,7-Dec-19,16291,Martes zibellina
MG837614,7-Dec-19,16290,Martes zibellina
MG837613,7-Dec-19,16291,Martes zibellina
MG837612,7-Dec-19,16290,Martes zibellina
MG837611,7-Dec-19,16290,Martes zibellina
MG837610,7-Dec-19,16290,Martes zibellina
MG837609,7-Dec-19,16289,Martes zibellina
MG837608,7-Dec-19,16290,Martes zibellina
MG837607,7-Dec-19,16290,Martes zibellina
MG837606,7-Dec-19,16290,Martes zibellina
MG837605,7-Dec-19,16291,Martes zibellina
MG837604,7-Dec-19,16290,Martes zibellina
MG837603,7-Dec-19,16291,Martes zibellina
MG837602,7-Dec-19,16290,Martes zibellina
MG837601,7-Dec-19,16290,Martes zibellina
MG837600,7-Dec-19,16292,Martes zibellina
MG837599,7-Dec-19,16290,Martes zibellina
MG837598,7-Dec-19,16292,Martes zibellina
MG837597,7-Dec-19,16290,Martes zibellina
MG837596,7-Dec-19,16290,Martes zibellina
MG837595,7-Dec-19,16290,Martes zibellina
MG837594,7-Dec-19,16292,Martes zibellina
MG837593,7-Dec-19,16290,Martes zibellina
MG837592,7-Dec-19,16290,Martes zibellina
MG837591,7-Dec-19,16292,Martes zibellina
MG837590,7-Dec-19,16290,Martes zibellina
MG837589,7-Dec-19,16290,Martes zibellina
MG837588,7-Dec-19,16290,Martes zibellina
MG837587,7-Dec-19,16290,Martes zibellina
MG837586,7-Dec-19,16290,Martes zibellina
MG837585,7-Dec-19,16290,Martes zibellina
MG837584,7-Dec-19,16292,Martes zibellina
MG837583,7-Dec-19,16290,Martes zibellina
MG837582,7-Dec-19,16289,Martes zibellina
MG837581,7-Dec-19,16290,Martes zibellina
MG837580,7-Dec-19,16290,Martes zibellina
MG837579,7-Dec-19,16290,Martes zibellina
MG837578,7-Dec-19,16289,Martes zibellina
MG837577,7-Dec-19,16290,Martes zibellina
MG837576,7-Dec-19,16290,Martes zibellina
MG837575,7-Dec-19,16290,Martes zibellina
MG837574,7-Dec-19,16290,Martes zibellina
MN488587,8-Dec-19,16359,Bubalus bubalis
MN481528,8-Dec-19,16356,Bubalus bubalis
MN199180,8-Dec-19,16110,Lasiopodomys gregalis
MN199179,8-Dec-19,16173,Lasiopodomys gregalis
MN199178,8-Dec-19,16114,Lasiopodomys gregalis
MN199177,8-Dec-19,16015,Lasiopodomys gregalis
MN199176,8-Dec-19,16113,Lasiopodomys gregalis
MN199175,8-Dec-19,16116,Lasiopodomys gregalis
MN199174,8-Dec-19,16106,Lasiopodomys gregalis
MN199173,8-Dec-19,16023,Lasiopodomys gregalis
MN199172,8-Dec-19,16096,Lasiopodomys gregalis
MN199171,8-Dec-19,16113,Lasiopodomys gregalis
MN199170,8-Dec-19,16294,Lasiopodomys gregalis
MN199169,8-Dec-19,16292,Lasiopodomys gregalis
MN756623,10-Dec-19,16363,Bubalus bubalis
MN756622,10-Dec-19,16357,Bubalus bubalis
NC_045404,12-Dec-19,16384,Sousa teuszii
MN510465,16-Dec-19,16339,Bos taurus
MK896308,16-Dec-19,16715,Equus asinus
MK896307,16-Dec-19,16670,Equus asinus
MK896306,16-Dec-19,16663,Equus asinus
MK896305,16-Dec-19,16672,Equus asinus
MK896304,16-Dec-19,16671,Equus asinus
MK896303,16-Dec-19,16678,Equus asinus
MK896302,16-Dec-19,16670,Equus asinus
MK896301,16-Dec-19,16671,Equus asinus
MK896300,16-Dec-19,16673,Equus asinus
MK896299,16-Dec-19,16669,Equus asinus
MK896298,16-Dec-19,16671,Equus asinus
MK896297,16-Dec-19,16670,Equus asinus
MK896296,16-Dec-19,16673,Equus asinus
MK896295,16-Dec-19,16671,Equus asinus
MK896294,16-Dec-19,16671,Equus asinus
MK896293,16-Dec-19,16673,Equus asinus
MK896292,16-Dec-19,16673,Equus asinus
MK896291,16-Dec-19,16671,Equus asinus
MK982180,17-Dec-19,16551,Equus asinus
CM019821,18-Dec-19,16715,Zalophus californianus
MN264435,21-Dec-19,16529,Mustela sibirica
MN258706,21-Dec-19,16719,Sus scrofa
MK747248,25-Dec-19,16463,Murina cyclotis
MN071206,25-Dec-19,16737,Canis lupus
MN071205,25-Dec-19,16737,Canis lupus
MN071204,25-Dec-19,16731,Canis lupus
MN071203,25-Dec-19,16734,Canis lupus
MN071202,25-Dec-19,16737,Canis lupus
MN071201,25-Dec-19,16736,Canis lupus
MN071200,25-Dec-19,16728,Canis lupus
MN071199,25-Dec-19,16737,Canis lupus
MN071198,25-Dec-19,16737,Canis lupus
MN071197,25-Dec-19,16737,Canis lupus
MN071196,25-Dec-19,16737,Canis lupus
MN071195,25-Dec-19,16737,Canis lupus
MN071194,25-Dec-19,16737,Canis lupus
MN071193,25-Dec-19,16737,Canis lupus
MN071192,25-Dec-19,16737,Canis lupus
MN071191,25-Dec-19,16737,Canis lupus
MN071190,25-Dec-19,16737,Canis lupus
MN071189,25-Dec-19,16737,Canis lupus
MN071188,25-Dec-19,16737,Canis lupus
MN071187,25-Dec-19,16737,Canis lupus
MN071186,25-Dec-19,16737,Canis lupus
MN071185,25-Dec-19,16737,Canis lupus
MN503280,1-Jan-20,16656,Equus caballus
CM020617,3-Jan-20,16482,Mustela erminea
CM020645,6-Jan-20,16501,Hylobates moloch
MN845757,12-Jan-20,16253,Hylomyscus walterverheyeni
MN845756,12-Jan-20,16252,Hylomyscus walterverheyeni
MN845754,12-Jan-20,16253,Hylomyscus walterverheyeni
MN845753,12-Jan-20,16164,Hylomyscus walterverheyeni
MN845752,12-Jan-20,16262,Hylomyscus walterverheyeni
MN845751,12-Jan-20,16259,Hylomyscus walterverheyeni
MN845750,12-Jan-20,16257,Hylomyscus walterverheyeni
MN845749,12-Jan-20,16250,Hylomyscus walterverheyeni
MN845748,12-Jan-20,16250,Hylomyscus walterverheyeni
MN845747,12-Jan-20,16257,Hylomyscus walterverheyeni
MN845746,12-Jan-20,16257,Hylomyscus walterverheyeni
MN845745,12-Jan-20,16259,Hylomyscus walterverheyeni
MN845744,12-Jan-20,16260,Hylomyscus walterverheyeni
MN845743,12-Jan-20,16245,Hylomyscus denniae vulcanorum
MN845742,12-Jan-20,16246,Hylomyscus denniae vulcanorum
MN845741,12-Jan-20,16249,Hylomyscus denniae vulcanorum
MN845740,12-Jan-20,16250,Hylomyscus denniae vulcanorum
MN845739,12-Jan-20,16250,Hylomyscus denniae vulcanorum
MN845738,12-Jan-20,16251,Hylomyscus stella
MN845736,12-Jan-20,16253,Hylomyscus stella
MN845735,12-Jan-20,16254,Hylomyscus stella
MN845734,12-Jan-20,16252,Hylomyscus stella
MN845733,12-Jan-20,16256,Hylomyscus stella
MN845731,12-Jan-20,16266,Hylomyscus stella
MN845730,12-Jan-20,16257,Hylomyscus stella
MN845728,12-Jan-20,16256,Hylomyscus stella
MN845727,12-Jan-20,16252,Hylomyscus stella
MN845726,12-Jan-20,16253,Hylomyscus stella
MN845725,12-Jan-20,16254,Hylomyscus stella
MN845724,12-Jan-20,16255,Hylomyscus stella
MN845723,12-Jan-20,16252,Hylomyscus stella
MN845722,12-Jan-20,16251,Hylomyscus stella
MN845721,12-Jan-20,16249,Hylomyscus stella
MN845720,12-Jan-20,16257,Hylomyscus simus
MN845719,12-Jan-20,16258,Hylomyscus simus
MN845717,12-Jan-20,16258,Hylomyscus simus
MN845716,12-Jan-20,16242,Hylomyscus simus
MN845715,12-Jan-20,16242,Hylomyscus simus
MN845714,12-Jan-20,16241,Hylomyscus simus
MN845713,12-Jan-20,16258,Hylomyscus parvus
MN845708,12-Jan-20,16259,Hylomyscus parvus
MN845707,12-Jan-20,16259,Hylomyscus parvus
MN845706,12-Jan-20,16258,Hylomyscus parvus
MN845704,12-Jan-20,16255,Hylomyscus parvus
MN845703,12-Jan-20,16256,Hylomyscus parvus
MN845702,12-Jan-20,16256,Hylomyscus parvus
MN845701,12-Jan-20,16253,Hylomyscus pamfi
MN845700,12-Jan-20,16251,Hylomyscus pamfi
MN845699,12-Jan-20,16252,Hylomyscus pamfi
MN845698,12-Jan-20,16251,Hylomyscus pamfi
MN845697,12-Jan-20,16251,Hylomyscus pamfi
MN845696,12-Jan-20,16253,Hylomyscus pamfi
MN845695,12-Jan-20,16251,Hylomyscus pamfi
MN845694,12-Jan-20,16249,Hylomyscus kerbispeterhansi
MN845693,12-Jan-20,16249,Hylomyscus kerbispeterhansi
MN845692,12-Jan-20,16249,Hylomyscus kerbispeterhansi
MN845691,12-Jan-20,16248,Hylomyscus kerbispeterhansi
MN845690,12-Jan-20,16248,Hylomyscus kerbispeterhansi
MN845689,12-Jan-20,16254,Hylomyscus heinrichorum
MN845688,12-Jan-20,16257,Hylomyscus heinrichorum
MN845687,12-Jan-20,16257,Hylomyscus heinrichorum
MN845686,12-Jan-20,16257,Hylomyscus heinrichorum
MN845685,12-Jan-20,16247,Hylomyscus endorobae
MN845684,12-Jan-20,16246,Hylomyscus endorobae
MN845683,12-Jan-20,16245,Hylomyscus endorobae
MN845682,12-Jan-20,16245,Hylomyscus endorobae
MN845681,12-Jan-20,16243,Hylomyscus denniae
MN845680,12-Jan-20,16247,Hylomyscus endorobae
MN845677,12-Jan-20,16244,Hylomyscus denniae
MN845676,12-Jan-20,16229,Hylomyscus baeri
