AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample
GCA_015112655.1,Neolamprologus timidus (bony fishes),Neolamprologus timidus,9.57,2020/10/29 00:00,"""CICHLID~X""",6737,16132,SAMN12124087
GCA_015103155.1,Petrochromis fasciolatus (bony fishes),Petrochromis fasciolatus,9.92,2020/10/29 00:00,"""CICHLID~X""",6733,20016,SAMN12123644
GCA_900303255.1,Lesueurigobius sanzi (Sanzo's goby),Lesueurigobius sanzi,13,2018/03/21 00:00,CEES,6729,11480,SAMEA4028816
GCA_015103175.1,Xenotilapia sp. 'papilio sunflower' (bony fishes),Xenotilapia sp. 'papilio sunflower',10.64,2020/10/29 00:00,"""CICHLID~X""",6722,14233,SAMN12123641
GCA_015107455.1,Bathybates vittatus (bony fishes),Bathybates vittatus,13.28,2020/10/29 00:00,"""CICHLID~X""",6717,13571,SAMN12123837
GCA_015109125.1,Neolamprologus tretocephalus (bony fishes),Neolamprologus tretocephalus,9.82,2020/10/29 00:00,"""CICHLID~X""",6685,17712,SAMN12124006
GCA_015103535.1,Ophthalmotilapia heterodonta (bony fishes),Ophthalmotilapia heterodonta,9.82,2020/10/29 00:00,"""CICHLID~X""",6680,12481,SAMN12123623
GCA_015111275.1,Chalinochromis sp. 'bifrenatus' (bony fishes),Chalinochromis sp. 'bifrenatus',9.46,2020/10/29 00:00,"""CICHLID~X""",6649,16567,SAMN12124050
GCA_015111635.1,Neolamprologus sp. 'falcicula mahale' AB-2019 (bony fishes),Neolamprologus sp. 'falcicula mahale' AB-2019,7.79,2020/10/29 00:00,"""CICHLID~X""",6646,15211,SAMN12124032
GCA_015052525.1,Petrochromis sp. 'orthognathus ikola' AB-2019 (bony fishes),Petrochromis sp. 'orthognathus ikola' AB-2019,9.89,2020/10/28 00:00,"""CICHLID~X""",6620,19141,SAMN12124070
GCA_015103015.1,Neolamprologus brevis (bony fishes),Neolamprologus brevis,8.19,2020/10/29 00:00,"""CICHLID~X""",6608,13765,SAMN12123653
GCA_015111855.1,Haplochromis paludinosus (bony fishes),Haplochromis paludinosus,7.96,2020/10/29 00:00,"""CICHLID~X""",6571,15811,SAMN12124021
GCA_015105095.1,Lestradea perspicax (bony fishes),Lestradea perspicax,10.6,2020/10/29 00:00,"""CICHLID~X""",6554,16149,SAMN12123714
GCA_015111595.1,Bathybates ferox (bony fishes),Bathybates ferox,8.32,2020/10/29 00:00,"""CICHLID~X""",6506,13384,SAMN12124037
GCA_015102875.1,Bathybates leo (bony fishes),Bathybates leo,8.98,2020/10/29 00:00,"""CICHLID~X""",6491,11954,SAMN12123660
GCA_015112775.1,Petrochromis sp. 'macrognathus rainbow' AB-2019 (bony fishes),Petrochromis sp. 'macrognathus rainbow' AB-2019,9.37,2020/10/29 00:00,"""CICHLID~X""",6472,19553,SAMN12124086
GCA_015102115.1,Lepidiolamprologus elongatus (bony fishes),Lepidiolamprologus elongatus,9.67,2020/10/29 00:00,"""CICHLID~X""",6445,15631,SAMN12123594
GCA_015113295.1,Tropheus sp. 'murago' AB-2019 (bony fishes),Tropheus sp. 'murago' AB-2019,9.83,2020/10/29 00:00,"""CICHLID~X""",6436,19929,SAMN12124101
GCA_015109195.1,Julidochromis regani (convict julie),Julidochromis regani,9.16,2020/10/29 00:00,"""CICHLID~X""",6414,17949,SAMN12124004
GCA_015108635.1,Andinoacara biseriatus (bony fishes),Andinoacara biseriatus,8.98,2020/10/29 00:00,"""CICHLID~X""",6409,25636,SAMN12123893
GCA_015102855.1,Neolamprologus sp. 'kombe' AB-2019 (bony fishes),Neolamprologus sp. 'kombe' AB-2019,10.18,2020/10/29 00:00,"""CICHLID~X""",6398,16723,SAMN12123659
GCA_015113235.1,Lepidiolamprologus sp. 'meeli kipili' AB-2019 (bony fishes),Lepidiolamprologus sp. 'meeli kipili' AB-2019,10.29,2020/10/29 00:00,"""CICHLID~X""",6343,15380,SAMN12124096
GCA_015108715.1,Lamprologus meleagris (bony fishes),Lamprologus meleagris,8.3,2020/10/29 00:00,"""CICHLID~X""",6313,10961,SAMN12123885
GCA_015102515.1,Neolamprologus sexfasciatus (bony fishes),Neolamprologus sexfasciatus,10.42,2020/10/29 00:00,"""CICHLID~X""",6282,15928,SAMN12123677
GCA_015110735.1,Ophthalmotilapia boops (bony fishes),Ophthalmotilapia boops,10.18,2020/10/29 00:00,"""CICHLID~X""",6277,16062,SAMN12124081
GCA_015103475.1,Cyprichromis sp. 'kibishi' AB-2019 (bony fishes),Cyprichromis sp. 'kibishi' AB-2019,8.48,2020/10/29 00:00,"""CICHLID~X""",6236,13770,SAMN12123626
GCA_900323305.1,Trachyrincus murrayi (roughnose grenadier),Trachyrincus murrayi,26,2018/03/26 00:00,CEES,6231,19998,SAMEA4028782
GCA_015109345.1,Chalinochromis sp. 'ndobhoi' AB-2019 (bony fishes),Chalinochromis sp. 'ndobhoi' AB-2019,9.24,2020/10/29 00:00,"""CICHLID~X""",6221,15111,SAMN12123994
GCA_015111395.1,Lepidiolamprologus mimicus (bony fishes),Lepidiolamprologus mimicus,9.76,2020/10/29 00:00,"""CICHLID~X""",6214,16068,SAMN12124048
GCA_015106535.1,Neolamprologus prochilus (bony fishes),Neolamprologus prochilus,9.93,2020/10/29 00:00,"""CICHLID~X""",6194,16229,SAMN12123768
GCA_015052485.1,Lamprologus ocellatus (bony fishes),Lamprologus ocellatus,10.4,2020/10/28 00:00,"""CICHLID~X""",6093,14052,SAMN12123656
GCA_900303275.1,Antennarius striatus (striated frogfish),Antennarius striatus,13,2018/03/19 00:00,CEES,6086,9774,SAMEA4028823
GCA_015109845.1,Callochromis melanostigma (bony fishes),Callochromis melanostigma,9.96,2020/10/29 00:00,"""CICHLID~X""",6084,15141,SAMN12123970
GCA_015111415.1,Benthochromis tricoti (bony fishes),Benthochromis tricoti,9.31,2020/10/29 00:00,"""CICHLID~X""",6075,18261,SAMN12124044
GCA_015111315.1,Petrochromis sp. 'kipili brown' AB-2019 (bony fishes),Petrochromis sp. 'kipili brown' AB-2019,9.2,2020/10/29 00:00,"""CICHLID~X""",6031,18722,SAMN12124052
GCA_015109455.1,Tropheus sp. 'lunatus' AB-2019 (bony fishes),Tropheus sp. 'lunatus' AB-2019,9.29,2020/10/29 00:00,"""CICHLID~X""",6009,19082,SAMN12123991
GCA_015105035.1,Julidochromis sp. 'regani south' AB-2019 (bony fishes),Julidochromis sp. 'regani south' AB-2019,9.43,2020/10/29 00:00,"""CICHLID~X""",5984,16378,SAMN12123716
GCA_015104955.1,Neolamprologus multifasciatus (bony fishes),Neolamprologus multifasciatus,8.21,2020/10/29 00:00,"""CICHLID~X""",5944,11588,SAMN12123724
GCA_900302305.1,Polymixia japonica (silver eye),Polymixia japonica,18,2018/03/19 00:00,CEES,5803,9571,SAMEA4028769
GCA_015105175.1,Ophthalmotilapia ventralis (bony fishes),Ophthalmotilapia ventralis,10.07,2020/10/29 00:00,"""CICHLID~X""",5802,14465,SAMN12123710
GCA_900312955.1,Myoxocephalus scorpius (shorthorn sculpin),Myoxocephalus scorpius,16,2018/03/19 00:00,CEES,5716,9473,SAMEA4028818
GCA_015112995.1,Astatotilapia flaviijosephi (bony fishes),Astatotilapia flaviijosephi,6.95,2020/10/29 00:00,"""CICHLID~X""",5687,11777,SAMN12124119
GCA_900312575.1,Acanthochaenus luetkenii (pricklefish),Acanthochaenus luetkenii,21,2018/03/19 00:00,CEES,5636,8444,SAMEA4028810
GCA_015104895.1,Altolamprologus sp. 'compressiceps shell' AB-2019 (bony fishes),Altolamprologus sp. 'compressiceps shell' AB-2019,7.26,2020/10/29 00:00,"""CICHLID~X""",5613,11410,SAMN12123725
GCA_015107875.1,Lamprologus lemairii (bony fishes),Lamprologus lemairii,10.21,2020/10/29 00:00,"""CICHLID~X""",5584,14205,SAMN12123808
GCA_015110815.1,Trematocara zebra (bony fishes),Trematocara zebra,9.19,2020/10/29 00:00,"""CICHLID~X""",5470,9927,SAMN12124076
GCA_900302675.1,Chaenocephalus aceratus (blackfin icefish),Chaenocephalus aceratus,35,2018/03/19 00:00,CEES,5460,7329,SAMEA4028820
GCA_015106375.1,Cunningtonia longiventralis (bony fishes),Cunningtonia longiventralis,10.37,2020/10/29 00:00,"""CICHLID~X""",5379,13987,SAMN12123777
GCA_901007905.1,Nerophis ophidion (straightnose pipefish),Nerophis ophidion,13,2020/04/15 00:00,CEES,5245,6841,SAMEA5563358
GCA_015104975.1,Xenotilapia singularis (bony fishes),Xenotilapia singularis,9.72,2020/10/29 00:00,"""CICHLID~X""",5159,12215,SAMN12123721
GCA_900302605.1,Rondeletia loricata (redmouth whalefish),Rondeletia loricata,16,2018/03/19 00:00,CEES,5112,7469,SAMEA4028809
GCA_015113075.1,Neolamprologus cancellatus (bony fishes),Neolamprologus cancellatus,8.78,2020/10/29 00:00,"""CICHLID~X""",5093,10194,SAMN12124117
GCA_900302375.1,Bathygadus melanobranchus (Vaillant's grenadier),Bathygadus melanobranchus,26,2018/03/19 00:00,CEES,4956,6483,SAMEA4028785
GCA_900302355.1,Cyttopsis rosea (rosy dory),Cyttopsis rosea,28,2018/03/19 00:00,CEES,4843,7082,SAMEA4028773
GCA_004193235.1,Hypophthalmichthys nobilis (bighead carp),Hypophthalmichthys nobilis,83,2019/02/12 00:00,University of Nebraska at Omaha,4840,83012,SAMN04317176
GCA_900323335.1,Zeus faber (John dory),Zeus faber,23,2018/03/26 00:00,CEES,4642,6332,SAMEA4028772
GCA_015108615.1,Australoheros scitulus (bony fishes),Australoheros scitulus,10.48,2020/10/29 00:00,"""CICHLID~X""",4616,10905,SAMN12123897
GCA_900302635.1,Chatrabus melanurus (pony toadfish),Chatrabus melanurus,40,2018/03/30 00:00,CEES,4581,5920,SAMEA4028814
GCA_900302345.1,Melanonus zugmayeri (arrowtail),Melanonus zugmayeri,37,2018/03/19 00:00,CEES,4562,7633,SAMEA4028779
GCA_014525385.1,Labeo catla (catla),Labeo catla,48,2020/09/11 00:00,Chattogram Veterinary and Animal Sciences University,4548,723740,SAMN14544131
GCA_900302315.1,Phycis blennoides (bony fishes),Phycis blennoides,31,2018/03/18 00:00,CEES,4532,10640,SAMEA4028788
GCA_900302275.1,Osmerus eperlanus (European smelt),Osmerus eperlanus,19,2018/03/18 00:00,CEES,4524,6820,SAMEA4028764
GCA_900302395.1,Bregmaceros cantori (striped codlet),Bregmaceros cantori,24,2018/03/30 00:00,CEES,4452,5922,SAMEA4028775
GCA_015108585.1,Amphilophus zaliosus (arrow cichlid),Amphilophus zaliosus,8.34,2020/10/29 00:00,"""CICHLID~X""",4450,9619,SAMN12123896
GCA_900323375.1,Benthosema glaciale (glacier lanternfish),Benthosema glaciale,19,2018/03/26 00:00,CEES,4393,6111,SAMEA4028768
GCA_900312565.1,Beryx splendens (splendid alfonsino),Beryx splendens,14,2018/03/19 00:00,CEES,4286,5987,SAMEA4028808
GCA_900312555.1,Lamprogrammus exutus (bony fishes),Lamprogrammus exutus,9,2018/03/20 00:00,CEES,4213,5470,SAMEA4028812
GCA_900302295.1,Parasudis fraserbrunneri (bony fishes),Parasudis fraserbrunneri,19,2018/03/21 00:00,CEES,4177,6391,SAMEA4028766
GCA_900323295.1,Molva molva (ling),Molva molva,33,2018/03/26 00:00,CEES,4136,5266,SAMEA4028791
GCA_009193085.1,Sander vitreus (walleye),Sander vitreus,50,2019/10/21 00:00,Auburn University,4133,4133,SAMN11180528
GCA_015103455.1,Trematocara variabile (bony fishes),Trematocara variabile,10.11,2020/10/29 00:00,"""CICHLID~X""",4100,6153,SAMN12123628
GCA_900302545.1,Lampris guttatus (North Atlantic opah),Lampris guttatus,14,2018/03/30 00:00,CEES,4051,5222,SAMEA4028803
GCA_900660315.1,Diretmoides pauciradiatus (bony fishes),Diretmoides pauciradiatus,46,2019/06/19 00:00,CEES,4028,6032,SAMEA5226239
GCA_015103295.1,Ptychochromis oligocanthus (bony fishes),Ptychochromis oligocanthus,7.25,2020/10/29 00:00,"""CICHLID~X""",3997,8315,SAMN12123633
GCA_900323325.1,Borostomias antarcticus (large-eye snaggletooth),Borostomias antarcticus,19,2018/03/26 00:00,CEES,3928,5368,SAMEA4028765
GCA_900303215.1,Trachyrincus scabrus (roughsnout grenadier),Trachyrincus scabrus,38,2018/03/18 00:00,CEES,3900,6379,SAMEA4028781
GCA_900302385.1,Lota lota (burbot),Lota lota,30,2018/03/18 00:00,CEES,3803,4892,SAMEA4028790
GCA_900312945.1,Merluccius capensis (shallow-water Cape hake),Merluccius capensis,20,2018/03/18 00:00,CEES,3792,4774,SAMEA4028778
GCA_900683385.1,Anoplogaster cornuta (common fangtooth),Anoplogaster cornuta,42,2019/06/15 00:00,CEES,3719,4562,SAMEA5226237
GCA_900312585.1,Malacocephalus occidentalis (western softhead grenadier),Malacocephalus occidentalis,33,2018/03/18 00:00,CEES,3697,4932,SAMEA4028787
GCA_900302425.1,Brosme brosme (tusk),Brosme brosme,27,2018/03/18 00:00,CEES,3682,4650,SAMEA4028792
GCA_900312545.1,Merluccius merluccius (European hake),Merluccius merluccius,30,2018/03/18 00:00,CEES,3670,5117,SAMEA4028777
GCA_900302575.1,Gadus chalcogrammus (walleye pollock),Gadus chalcogrammus,29,2018/03/19 00:00,CEES,3603,4335,SAMEA4028800
GCA_900323355.1,Merlangius merlangus (whiting),Merlangius merlangus,37,2018/03/26 00:00,CEES,3538,4444,SAMEA4028797
GCA_900312625.1,Merluccius polli (Benguela hake),Merluccius polli,20,2018/03/18 00:00,CEES,3471,4482,SAMEA4028776
GCA_900302335.1,Phycis phycis (bony fishes),Phycis phycis,32,2018/03/18 00:00,CEES,3458,4502,SAMEA4028789
GCA_900312635.1,Pollachius virens (saithe),Pollachius virens,25,2018/03/18 00:00,CEES,3457,4344,SAMEA4028795
GCA_900303225.1,Laemonema laureysi (bony fishes),Laemonema laureysi,24,2018/03/18 00:00,CEES,3431,4715,SAMEA4028784
GCA_901007785.1,Entelurus aequoreus (snake pipefish),Entelurus aequoreus,34,2020/04/15 00:00,CEES,3393,3916,SAMEA5563352
GCA_900302595.1,Gadiculus argenteus (silvery cod),Gadiculus argenteus,29,2018/03/18 00:00,CEES,3379,3951,SAMEA4028794
GCA_900312615.1,Stylephorus chordatus (tube-eye),Stylephorus chordatus,23,2018/03/20 00:00,CEES,3373,4684,SAMEA4028774
GCA_900302365.1,Macrourus berglax (onion-eye grenadier),Macrourus berglax,21,2018/03/18 00:00,CEES,3353,4291,SAMEA4028786
GCA_900303235.1,Arctogadus glacialis (Arctic cod),Arctogadus glacialis,27,2018/03/19 00:00,CEES,3282,3702,SAMEA4028798
GCA_900303205.1,Mora moro (bony fishes),Mora moro,39,2018/03/18 00:00,CEES,3267,4433,SAMEA4028783
GCA_900302415.1,Trisopterus minutus (poor cod),Trisopterus minutus,33,2018/03/18 00:00,CEES,3248,3976,SAMEA4028793
GCA_900302515.1,Boreogadus saida (bony fishes),Boreogadus saida,30,2018/03/19 00:00,CEES,3221,3572,SAMEA4028799
GCA_900302325.1,Muraenolepis marmoratus (marbled moray cod),Muraenolepis marmoratus,18,2018/03/19 00:00,CEES,3126,3555,SAMEA4028780
GCA_015112415.1,Trematocara caparti (bony fishes),Trematocara caparti,11.25,2020/10/29 00:00,"""CICHLID~X""",3079,3962,SAMN12124116
GCA_900660325.1,Opsanus beta (Gulf toadfish),Opsanus beta,25,2019/06/19 00:00,CEES,3062,3335,SAMEA5226235
GCA_900312595.1,Guentherus altivela (highfin tadpole fish),Guentherus altivela,9,2018/03/19 00:00,CEES,2928,3201,SAMEA4028767
GCA_002897255.1,Pagrus major (red seabream),Pagrus major,16,2017/12/28 00:00,"Center for Marine Environmental Studies, Ehime University",2822,4644,SAMD00076252
GCA_004028445.1,Cirrhinus molitorella (mud carp),Cirrhinus molitorella,54,2019/01/17 00:00,Xiamen University,2738,4199,SAMN10663080
GCA_900660305.1,Cetomimus sp. NI1144 (bony fishes),Cetomimus sp. NI1144,45,2019/06/15 00:00,CEES,2690,3573,SAMEA5226236
GCA_003231725.1,Thunnus thynnus (Atlantic bluefin tuna),Thunnus thynnus,15,2018/06/15 00:00,Alessia Cariani's shared submissions,2430,3045,SAMN08408184
GCA_004124795.1,Poropuntius huangchuchieni (bony fishes),Poropuntius huangchuchieni,50,2019/01/31 00:00,Xiamen University,2273,2931,SAMN10662616
GCA_009756495.1,Chionodraco hamatus (Antarctic icefish),Chionodraco hamatus,100,2019/12/16 00:00,University of Padova,2261,51057,SAMN10434303
GCA_013461565.1,Labeo gonius (Kuria labeo),Labeo gonius,12,2020/07/22 00:00,ICAR-Central Inland Fisheries Research Institute,2199,3580,SAMN07156107
GCA_900660295.1,Diretmus argenteus (silver spinyfin),Diretmus argenteus,117,2019/06/15 00:00,CEES,2172,3367,SAMEA5226238
GCA_004764525.1,Hypophthalmichthys molitrix (silver carp),Hypophthalmichthys molitrix,80,2019/04/09 00:00,University of Nebraska at Omaha,2130,314181,SAMN04317213
GCA_001455555.1,Cottus rhenanus (bony fishes),Cottus rhenanus,11,2015/12/02 00:00,Cold Spring Harbor Laboratory,2129,7249,SAMN04145896
GCA_000787555.1,Pseudopleuronectes yokohamae (marbled flounder),Pseudopleuronectes yokohamae,35,2014/11/24 00:00,Tohoku university,1994,1994,SAMD00021058
GCA_001910765.2,Sebastes minor (bony fishes),Sebastes minor,34,2016/12/20 00:00,USC,1901,7676,SAMN03354192
GCA_000776015.1,Cyprinodon nevadensis pectoralis (Amargosa pupfish),Cyprinodon nevadensis,26,2014/11/13 00:00,"University of Colorado, Boulder",1416,83166,SAMN03072616
GCA_001910785.2,Sebastes steindachneri (bony fishes),Sebastes steindachneri,47,2016/12/20 00:00,USC,1311,4288,SAMN03579458
GCA_000150935.1,Rhamphochromis esox (bony fishes),Rhamphochromis esox,0,2008/07/09 00:00,Cichlid Genome Consortium,1126,1324,SAMN02743805
GCA_013184475.1,Acipenser oxyrinchus oxyrinchus (Atlantic sturgeon),Acipenser oxyrinchus,34,2020/05/28 00:00,USGS Leetown Science Center,1104,1104,SAMN14251471
GCA_000150875.1,Labeotropheus fuelleborni (blue mbuna),Labeotropheus fuelleborni,0,2008/07/09 00:00,Cichlid Genome Consortium,1070,1204,SAMN02743802
GCA_000150855.1,Mchenga conophoros (bony fishes),Mchenga conophoros,0,2008/07/09 00:00,Cichlid Genome Consortium,1066,1329,SAMN02743801
GCA_000697985.1,Pampus argenteus (silver pomfret),Pampus argenteus,58,2014/06/03 00:00,Kuwait Institute for Scientific Research (KISR),1001,1586,SAMN02699082
GCA_000150895.1,Melanochromis auratus (golden mbuna),Melanochromis auratus,0,2008/07/09 00:00,Cichlid Genome Consortium,977,1063,SAMN02743803
GCA_904066995.1,Poecilia reticulata (guppy),Poecilia reticulata,63,2020/09/16 00:00,UNIVERSITY OF EXETER,8200425,32826315,SAMEA6533017
GCA_002234695.1,Oryzias latipes (Japanese medaka),Oryzias latipes,1.01,2017/07/27 00:00,The University of Tokyo,3516609,32853055,SAMN06690114
GCA_002234715.1,Oryzias latipes (Japanese medaka),Oryzias latipes,0.94,2017/07/27 00:00,The University of Tokyo,1450098,28873095,SAMN06689975
GCA_003186165.1,Scophthalmus maximus (turbot),Scophthalmus maximus,219,2018/06/05 00:00,CNAG,54836,24811384,SAMN08049846
GCA_010882105.1,Gadus morhua (Atlantic cod),Gadus morhua,70,2020/02/21 00:00,CIGENE,10559872,27362751,SAMN13876601
GCA_903684865.1,Danio rerio (zebrafish),Danio rerio,67,2020/06/28 00:00,SC,4531818,52957805,SAMEA4760846
GCA_013358895.1,Oreochromis aureus (blue tilapia),Oreochromis aureus,85,2020/06/18 00:00,University of Vienna,4182292,40723988,SAMN14256941
GCA_903684855.2,Danio rerio (zebrafish),Danio rerio,67,2020/07/31 00:00,SC,3603372,54392677,SAMEA4760849
GCF_004634155.1,Esox lucius (northern pike),Esox lucius,260,2019/04/17 00:00,University of Victoria,3396779,37550661,SAMN09690694
GCA_004348095.1,Oryzias latipes (Japanese medaka),Oryzias latipes,66,2019/03/15 00:00,The University of Tokyo,3258597,3258597,SAMN06690114
GCA_003845795.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,0,2018/11/27 00:00,Fujian Fuding Seagull Fishing Food Co.,2833482,27849869,SAMN10434301
GCA_013350305.1,Oreochromis niloticus (Nile tilapia),Oreochromis niloticus,96,2020/06/16 00:00,University of Vienna,2478287,40346024,SAMN14256593
GCA_004347445.1,Oryzias latipes (Japanese medaka),Oryzias latipes,108,2019/03/15 00:00,The University of Tokyo,2416720,4765304,SAMN06689957
GCA_013403625.1,Betta splendens (Siamese fighting fish),Betta splendens,63,2020/07/13 00:00,LOEWE Centre for Translational Biodiversity Genomics (LOEWE-TBG),2171468,20674437,SAMN13419572
GCA_013036085.1,Poecilia formosa (Amazon molly),Poecilia formosa,34,2020/05/11 00:00,University of Missouri,1886272,30625407,SAMN14441686
GCA_004006655.3,Ictalurus punctatus (channel catfish),Ictalurus punctatus,54,2019/01/25 00:00,Auburn University,1694657,26315040,SAMN08235469
GCA_004352675.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,50,2019/01/30 00:00,Jimei University,1604676,28900476,SAMN09701101
GCA_003711585.2,Larimichthys crocea (large yellow croaker),Larimichthys crocea,100,2019/11/14 00:00,Frasergen bioinfomatics,1327071,29200035,SAMN10077518
GCA_004348135.1,Oryzias latipes (Japanese medaka),Oryzias latipes,76,2019/03/15 00:00,The University of Tokyo,1303079,1303079,SAMN06689975
GCA_013436515.1,Acanthopagrus latus (yellowfin seabream),Acanthopagrus latus,53,2020/07/21 00:00,South China Sea Fisheries Research Institute,1174323,30688393,SAMN12777031
GCA_013036135.1,Poecilia formosa (Amazon molly),Poecilia formosa,30,2020/05/11 00:00,University of Missouri,1103885,25595170,SAMN14441686
GCA_008729295.2,Plectropomus leopardus (leopard coralgrouper),Plectropomus leopardus,381,2020/05/07 00:00,"Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",897070,33285428,SAMN11897347
GCA_014332655.1,Carassius auratus (goldfish),Carassius auratus,100,2020/08/28 00:00,Fujian agriculture and forestry university,483444,31841898,SAMN12618612
GCA_008692375.1,Danio rerio (zebrafish),Danio rerio,110,2019/10/07 00:00,Harvard University,416828,50576722,SAMN09717249
GCA_012393435.1,Verasper variegatus (spotted halibut),Verasper variegatus,215,2020/04/16 00:00,BGI-Qingdao,175150,23832094,SAMN13738317
GCA_900246015.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,180,2018/01/18 00:00,JIMEI UNIVERSITY,130633,20042208,SAMEA104455074
GCF_000721915.3,Esox lucius (northern pike),Esox lucius,243,2017/01/18 00:00,"Ben F Koop, Jong S Leong",125635,7945253,SAMN02439989
GCF_000180615.1,Takifugu rubripes (torafugu),Takifugu rubripes,8.7,2011/10/13 00:00,The Fugu Genome Sequencing Consortium,52883,928938,SAMEA3138310
GCA_003309015.1,Sparus aurata (gilthead seabream),Sparus aurata,60,2018/07/19 00:00,University of Padova,32411,20611436,SAMN09603368
GCA_001904815.2,Paralichthys olivaceus (Japanese flounder),Paralichthys olivaceus,118,2017/03/15 00:00,"Yellow Sea Fisheries Research Institute, CAFS",30544,3817360,SAMN05981185
GCF_000188235.2,Oreochromis niloticus (Nile tilapia),Oreochromis niloticus,269,2012/02/08 00:00,Broad Institute,29493,2766223,SAMN00117560
GCA_014300015.1,Nothobranchius furzeri (turquoise killifish),Nothobranchius furzeri,200,2020/08/26 00:00,Max Planck Institute for Biology of Ageing,26004,49927339,SAMN13746779
GCA_002831465.1,Oncorhynchus tshawytscha (Chinook salmon),Oncorhynchus tshawytscha,100,2017/12/11 00:00,Mathomics and Columbia River Inter-Tribal Fish Commission (CRITFC),19113,153278,SAMN07614989
GCA_903798185.1,Danio rerio (zebrafish),Danio rerio,56,2020/06/28 00:00,SC,17916,49099944,SAMEA104026428
GCA_903798175.1,Danio rerio (zebrafish),Danio rerio,56,2020/06/27 00:00,SC,17829,51269298,SAMEA104026421
GCA_903798165.1,Danio rerio (zebrafish),Danio rerio,54,2020/06/27 00:00,SC,17459,48671076,SAMEA104026434
GCF_002163495.1,Oncorhynchus mykiss (rainbow trout),Oncorhynchus mykiss,244,2017/06/02 00:00,USDA/ARS,13827,1670138,SAMN05449231
GCF_000313675.1,Oryzias latipes (Japanese medaka),Oryzias latipes,0,2007/05/09 00:00,Medaka genome sequencing project,9628,6078048,SAMD00036523
GCA_900005705.1,Oncorhynchus mykiss (rainbow trout),Oncorhynchus mykiss,21,2014/04/29 00:00,Genoscope CEA,9390,383627,SAMEA3146328
GCF_902713435.1,Acipenser ruthenus (sterlet),Acipenser ruthenus,149,2020/01/08 00:00,SC,11500722,42536799,SAMEA5572864
GCA_902713425.1,Acipenser ruthenus (sterlet),Acipenser ruthenus,149,2020/01/08 00:00,SC,10828506,43124428,SAMEA5572864
GCA_013375545.1,Perca flavescens (yellow perch),Perca flavescens,30,2020/06/29 00:00,McGill University,3466784,3466784,SAMN15198649
GCA_900066045.1,Lates calcarifer (barramundi perch),Lates calcarifer,90,2017/03/02 00:00,TEMASEK LIFE SCIENCES LABORATORY,1921842,1921842,SAMEA3519091
GCF_014851395.1,Micropterus salmoides (largemouth bass),Micropterus salmoides,85,2020/10/05 00:00,Biozeron Shenzhen Inc.,1227323,36481429,SAMN15299117
GCA_900066035.1,Lates calcarifer (barramundi perch),Lates calcarifer,90,2017/03/02 00:00,TEMASEK LIFE SCIENCES LABORATORY,1066117,1191366,SAMEA3519091
GCA_900650485.1,Anabas testudineus (climbing perch),Anabas testudineus,68,2019/02/07 00:00,SC,1056890,1103271,SAMEA104026376
GCA_902685365.1,Neostethus bicornis (bony fishes),Neostethus bicornis,119,2019/11/26 00:00,SC,960770,961046,SAMEA104240207
GCA_900963505.1,Echeneis naucrates (live sharksucker),Echeneis naucrates,62,2019/04/11 00:00,SC,889301,915456,SAMEA4966390
GCA_009819745.1,Hippoglossus hippoglossus (Atlantic halibut),Hippoglossus hippoglossus,56.23,2019/12/27 00:00,G10K,826995,826995,SAMN12629501
GCA_007844535.1,Esox lucius (northern pike),Esox lucius,97,2019/08/05 00:00,INRA,794011,794011,SAMN10736172
GCA_013347865.1,Anguilla anguilla (European eel),Anguilla anguilla,51.23,2020/06/12 00:00,Vertebrate Genomes Project,723285,723285,SAMN12623627
GCA_012976165.1,Labeo catla (catla),Labeo catla,80,2020/05/05 00:00,ICAR-Central Institute of Freshwater Aquaculture,719175,719175,SAMN12390082
GCA_014170095.1,Oryzias melastigma (Indian medaka),Oryzias melastigma,370,2020/08/12 00:00,Xiamen University,707795,1709016,SAMN12368440
GCA_900964985.2,Scleropages formosus (Asian bonytongue),Scleropages formosus,72,2019/04/11 00:00,SC,659444,659444,SAMEA4872123
GCA_902148815.1,Myripristis murdjan (pinecone soldierfish),Myripristis murdjan,45,2019/07/03 00:00,SC,612296,612296,SAMEA4872133
GCA_009769515.1,Cyclopterus lumpus (lumpfish),Cyclopterus lumpus,55.96,2019/12/19 00:00,Vertebrate Genomes Project,599283,599283,SAMN12629502
GCA_009762545.1,Notolabrus celidotus (New Zealand spotty),Notolabrus celidotus,71.06,2019/12/17 00:00,Vertebrate Genomes Project,572529,572529,SAMN12623201
GCA_015220095.1,Sebastes umbrosus (honeycomb rockfish),Sebastes umbrosus,45.05,2020/11/02 00:00,Vertebrate Genomes Project,558988,563026,SAMN12629503
GCA_902362175.1,Chanos chanos (milkfish),Chanos chanos,68,2019/08/16 00:00,SC,508005,508005,SAMEA5159473
GCA_009829135.1,Periophthalmus magnuspinnatus (bony fishes),Periophthalmus magnuspinnatus,69.53,2020/01/03 00:00,Vertebrate Genomes Project,469974,469974,SAMN12629500
