AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample 
GCA_001483585.1,Homo sapiens (human),Homo sapiens,84,2015/12/30 00:00,Dovetail Genomics,42538,7170015,SAMN04316313
GCA_001483605.1,Homo sapiens (human),Homo sapiens,84,2015/12/30 00:00,Dovetail Genomics,42375,42995035,SAMN04316313
GCF_000292845.1,Ochotona princeps (American pika),Ochotona princeps,103,2012/08/27 00:00,Broad Institute,42347,26863993,SAMN00767999
GCA_008931205.1,Muntiacus muntjak (muntjak),Muntiacus muntjak,61.2,2019/10/09 00:00,University of California Davis,41653,1354400,SAMN09604853
GCA_000696655.1,Equus caballus (horse),Equus caballus,90.57,2014/06/06 00:00,"College of Animal Science, Inner Mongolian Agricultural University, China",40738,56256,SAMN02808397
GCF_000004335.2,Ailuropoda melanoleuca (giant panda),Ailuropoda melanoleuca,60,2009/12/15 00:00,"Beijing Genomics Institute, Shenzhen",39886,1281781,SAMN00008160
GCA_014364545.1,Ursus thibetanus japonicus (Japanese black bear),Ursus thibetanus,87,2020/08/23 00:00,"Environmental Genomics Office, Center for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies",39753,117197,SAMD00233067
GCF_000765115.1,Ovis aries musimon (mouflon),Ovis aries,95,2014/07/15 00:00,EBI,39721,2217029,SAMEA3146279
GCF_001685135.1,Manis javanica (Malayan pangolin),Manis javanica,60,2016/07/14 00:00,The International Pangolin Research Consortium,38922,204728,SAMN02935387
GCA_000152225.2,Procavia capensis (Cape rock hyrax),Procavia capensis,0,2014/12/16 00:00,Baylor College of Medicine,35792,905827,SAMN02894304
GCF_000472045.1,Physeter catodon (sperm whale),Physeter catodon,75,2013/09/30 00:00,Aquatic Genome Models,35258,427290,SAMN02953869
GCF_001443585.1,Acinonyx jubatus (cheetah),Acinonyx jubatus,75,2015/11/13 00:00,Saint Petersburg State University,35120,3122036,SAMN04127588
GCA_004027255.2,Galeopterus variegatus (Sunda flying lemur),Galeopterus variegatus,35.5,2019/07/15 00:00,Broad Institute,34666,7885395,SAMN07678019
GCA_004027105.1,Nasalis larvatus (proboscis monkey),Nasalis larvatus,29.5,2019/01/16 00:00,Broad Institute,34532,44943,SAMN07678099
GCA_002995585.1,Hippopotamus amphibius (hippopotamus),Hippopotamus amphibius,55,2018/03/13 00:00,Senckenberg Gesellschaft fuer Naturforschung,34064,110752,SAMN07206988
GCA_004027435.1,Artibeus jamaicensis (Jamaican fruit-eating bat),Artibeus jamaicensis,30.2,2019/01/16 00:00,Broad Institute,32365,35347,SAMN07678132
GCA_000325925.2,Sus scrofa (pig),Sus scrofa,120,2015/03/18 00:00,BGI-shenzhen,31939,5853977,SAMN02953814
GCA_001640815.1,Camelus dromedarius (Arabian camel),Camelus dromedarius,46.43,2016/05/09 00:00,University of Bristol,31503,31503,SAMN04455907
GCA_003314715.1,Tursiops truncatus (common bottlenose dolphin),Tursiops truncatus,450,2018/07/11 00:00,Johns Hopkins University,30985,27166507,SAMN09426418
GCA_000738955.1,Manis pentadactyla (Chinese pangolin),Manis pentadactyla,61,2014/08/11 00:00,Washington University (WashU),28718,117920,SAMN01943338
GCA_001500185.1,Homo sapiens (human),Homo sapiens,84,2015/12/30 00:00,Dovetail Genomics,27153,33360,SAMN04316313
GCA_003435595.3,Tursiops truncatus (common bottlenose dolphin),Tursiops truncatus,450,2018/11/02 00:00,Johns Hopkins University,27134,931081,SAMN09426418
GCF_000419365.1,Cricetulus griseus (Chinese hamster),Cricetulus griseus,89.1,2013/07/12 00:00,Beijing Genomics Institution-shenzhen,27129,1558295,SAMN02981459
GCA_004026625.1,Pipistrellus pipistrellus (common pipistrelle),Pipistrellus pipistrellus,52.8,2019/01/16 00:00,Broad Institute,26707,33992,SAMN07678120
GCA_004794615.1,Bubalus bubalis (water buffalo),Bubalus bubalis,119.08,2019/04/15 00:00,BGI-Shenzhen,25038,6957949,SAMN05935473
GCA_000181195.1,Mus musculus (house mouse),Mus musculus,0,2002/05/15 00:00,Mouse Genome Sequencing Consortium,24821,24821,SAMEA3138312
GCA_006461545.1,Moschus berezovskii (Chinese forest musk deer),Moschus berezovskii,133,2019/06/25 00:00,Northwestern Polytechnical University,24701,213462,SAMN08714479
GCA_000185165.1,Homo sapiens (human),Homo sapiens,103.1,2011/01/06 00:00,Broad Institute,23924,12084118,SAMN02981291
GCA_006410715.1,Enhydra lutris nereis (sea otter),Enhydra lutris,80,2019/06/24 00:00,UCLA,23473,9763901,SAMN09238016
GCA_006409035.1,Muntiacus muntjak (muntjak),Muntiacus muntjak,68,2019/06/24 00:00,Northwestern Polytechnical University,23470,1258210,SAMN08714474
GCA_012313985.1,Panthera leo (lion),Panthera leo,82,2020/04/15 00:00,BGI,23045,23045,SAMN14446495
GCA_000331475.1,Sus scrofa (pig),Sus scrofa,79,2013/01/10 00:00,GlaxoSmithKline,22008,22008,SAMN01731602
GCF_000471725.1,Bubalus bubalis (water buffalo),Bubalus bubalis,70,2013/09/30 00:00,University of Maryland,21938,1412388,SAMN02191888
GCA_000331495.1,Canis lupus familiaris (dog),Canis lupus,90,2013/01/10 00:00,GlaxoSmithKline,21834,21834,SAMN01737209
GCF_000230445.1,Heterocephalus glaber (naked mole-rat),Heterocephalus glaber,90,2011/10/14 00:00,Beijing Genomics Institute,21750,1603177,SAMN00217190
GCA_004027795.1,Ceratotherium simum cottoni (northern white rhinoceros),Ceratotherium simum,29.2,2019/01/16 00:00,Broad Institute,21199,23005,SAMN07678069
GCA_000004845.2,Homo sapiens (human),Homo sapiens,56,2013/06/10 00:00,Beijing Genomics Institute,20516,20520932,SAMN00003318
GCA_004365145.1,Orycteropus afer (aardvark),Orycteropus afer,35.2,2019/03/22 00:00,Broad Institute,20354,22965,SAMN07678101
GCA_007988765.1,Sarcophilus harrisii (Tasmanian devil),Sarcophilus harrisii,123.96,2019/08/12 00:00,Washington State University,20124,7751297,SAMN10407942
GCA_000185105.2,Mus musculus (house mouse),Mus musculus,85,2012/08/29 00:00,Broad Institute,19501,18924318,SAMN02981292
GCA_006410575.1,Oryx gazella (gemsbok),Oryx gazella,67,2019/06/24 00:00,Northwestern Polytechnical University,19456,1566830,SAMN08714510
GCA_004026985.1,Myotis myotis (bats),Myotis myotis,47.8,2019/01/16 00:00,Broad Institute,19322,21824,SAMN07678038
GCA_015144165.1,Homo sapiens (human),Homo sapiens,54.2722,2020/10/30 00:00,"University of California, San Francisco",19199,36819,SAMN00001695
GCA_015144765.1,Homo sapiens (human),Homo sapiens,54.2722,2020/10/30 00:00,"University of California, San Francisco",19199,36832,SAMN00001695
GCA_004026725.1,Onychomys torridus (southern grasshopper mouse),Onychomys torridus,46.8,2019/01/16 00:00,Broad Institute,18287,20878,SAMN07678022
GCA_004027355.1,Elephantulus edwardii (Cape elephant shrew),Elephantulus edwardii,33,2019/01/16 00:00,Broad Institute,16488,17713,SAMN07678142
GCA_000185125.1,Mus musculus (house mouse),Mus musculus,121.5,2011/01/06 00:00,Broad Institute,15782,357132,SAMN02981292
GCA_000325845.1,Pan troglodytes (chimpanzee),Pan troglodytes,0,2003/12/05 00:00,Chimpanzee Sequencing and Analysis Consortium,15702,15702,SAMN02981217
GCA_000350445.1,Mus musculus (house mouse),Mus musculus,67,2013/04/05 00:00,Broad Institute,15255,6876427,SAMN00190744
GCA_002993835.1,Bubalus bubalis (water buffalo),Bubalus bubalis,70,2018/03/09 00:00,Egyptian Water Buffalo Genome Consortium (Agriculture Genetic Engineering Research Institute and Nile University),14568,3579700,SAMN03196556
GCA_000180995.3,Bubalus bubalis (water buffalo),Bubalus bubalis,100,2018/02/22 00:00,"Anand Agricultural University, Anand, Gujarat, India",13977,102345,SAMN00004269
GCF_000151865.2,Tursiops truncatus (common bottlenose dolphin),Tursiops truncatus,0,2012/01/02 00:00,Baylor College of Medicine,11821,116287,SAMN00000070
GCA_000465495.1,Rhinolophus ferrumequinum (greater horseshoe bat),Rhinolophus ferrumequinum,17,2013/09/15 00:00,"School of Biological & Chemical Sciences, Queen Mary University of London",11659,21151,SAMN02213056
GCA_000219685.1,Sarcophilus harrisii (Tasmanian devil),Sarcophilus harrisii,13,2011/06/30 00:00,J. Craig Venter Institute,11025,151762,SAMN02953793
GCA_005125345.1,Monodon monoceros (narwhal),Monodon monoceros,90,2019/05/03 00:00,University of Copenhagen,10044,1483363,SAMN10519625
GCA_003697985.1,Odocoileus hemionus sitkensis (mule deer),Odocoileus hemionus,26,2018/10/30 00:00,Canada's Genomic Enterprise,9488,9678,SAMN09430949
GCA_011327655.1,Canis lupus familiaris (dog),Canis lupus,37,2020/03/16 00:00,"Faculty of Medicine Siriraj Hospital, Mahidol University",9413,13574,SAMN10180181
GCA_011057625.1,Tursiops aduncus (Indo-pacific bottlenose dolphin),Tursiops aduncus,22,2020/03/02 00:00,Museum and Institute of Zoology,8728,250678,SAMN13745611
GCA_011634725.1,Canis lupus familiaris (dog),Canis lupus,23,2020/03/23 00:00,"Faculty of Medicine Siriraj Hospital, Mahidol University",7673,9167,SAMN10180180
GCA_014189835.1,Hydrochoerus hydrochaeris (capybara),Hydrochoerus hydrochaeris,15,2020/08/11 00:00,"Saitou Laboratory, Division of Population Genetics, Genetics, National Institute of Genetics",7186,7745,SAMD00144944
GCA_004027855.1,Choloepus didactylus (southern two-toed sloth),Choloepus didactylus,19.6,2019/01/16 00:00,Broad Institute,7167,7289,SAMN07678073
GCA_000465345.1,Megaderma lyra (Indian false vampire),Megaderma lyra,18,2013/09/14 00:00,"School of Biological & Chemical Sciences, Queen Mary University of London",7043,16881,SAMN02212695
GCA_001685115.1,Ellobius lutescens (Transcaucasian mole vole),Ellobius lutescens,35,2016/07/14 00:00,Erasmus medical center (ErasmusMC),6461,13224,SAMN04317028
GCA_004027935.1,Chrysochloris asiatica (Cape golden mole),Chrysochloris asiatica,25,2019/01/16 00:00,Broad Institute,6444,6492,SAMN07678135
GCA_004123975.1,Puma concolor (puma),Puma concolor,13,2019/01/31 00:00,Duke University,6267,193865,SAMN08196697
GCA_000241425.1,Daubentonia madagascariensis (aye-aye),Daubentonia madagascariensis,38,2012/01/05 00:00,Weill Cornell Medical College,3358,3653,SAMN00690380
GCA_000164825.1,Ochotona princeps (American pika),Ochotona princeps,0,2007/08/03 00:00,Broad Institute,3265,88760,SAMN03000703
GCA_000181395.1,Erinaceus europaeus (western European hedgehog),Erinaceus europaeus,0,2006/02/17 00:00,Broad Institute,2753,2753,SAMN03004380
GCA_000181315.1,Ictidomys tridecemlineatus (thirteen-lined ground squirrel),Ictidomys tridecemlineatus,0,2006/06/06 00:00,"The Genome Sequencing Platform, The Genome Assembly Team",2749,2749,SAMN03000702
GCA_900168385.1,Castor canadensis (American beaver),Castor canadensis,105,2017/05/01 00:00,OREGON STATE UNIVERSITY,2701,295259,SAMEA101510668
GCA_002738545.1,Eschrichtius robustus (grey whale),Eschrichtius robustus,17.7,2017/10/31 00:00,"Laboratory of postgenomic studies, Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",2656,10674,SAMN07276959
GCA_004026225.1,Rhizomys pruinosus (hoary bamboo rat),Rhizomys pruinosus,25.5,2019/01/16 00:00,Broad Institute,2627,2627,SAMN07678150
GCA_004363935.1,Pontoporia blainvillei (franciscana),Pontoporia blainvillei,55.3,2019/03/22 00:00,Broad Institute,2541,2541,SAMN07678127
GCA_000604445.1,Camelus bactrianus (Bactrian camel),Camelus bactrianus,7,2013/07/03 00:00,VETMEDUNI_POPGEN,1717,2814,SAMEA3138966
GCA_001305785.1,Myodes glareolus (Bank vole),Myodes glareolus,35,2015/10/02 00:00,University of Liverpool,1591,364535,SAMN03863713
GCA_000181415.1,Canis lupus familiaris (dog),Canis lupus,1.5,2003/09/27 00:00,TIGR,1516,1516,SAMN03004377
GCA_001305995.1,Microtus agrestis (short-tailed field vole),Microtus agrestis,39,2015/10/02 00:00,University of Liverpool,1380,896668,SAMN03863806
GCA_000005465.1,Homo sapiens (human),Homo sapiens,40,2010/06/21 00:00,Beijing Genomics Institute,887,62478,
GCA_000832365.1,Callithrix jacchus (white-tufted-ear marmoset),Callithrix jacchus,3.3,2015/01/29 00:00,UN-NHPGC,859,859,SAMN02770241
GCA_000191625.1,Odocoileus virginianus (white-tailed deer),Odocoileus virginianus,1,2011/03/07 00:00,Texas A&M University,451,451,SAMN02953782
GCA_000002165.1,Mus musculus (house mouse),Mus musculus,0,2009/03/04 00:00,Celera Genomics,21690,23250767,SAMN03004379
GCA_000005525.1,Ovis aries (sheep),Ovis aries,3,2010/02/25 00:00,International Sheep Genomics Consortium,685,34092587,SAMN03004385
GCA_003610035.2,Homo sapiens (human),Homo sapiens,40,2018/09/27 00:00,University of Colorado,2684,2684,SAMN07722385
GCA_000389885.1,Mus musculus (house mouse),Mus musculus,2.4,2013/04/23 00:00,Research Organization of Information and Systems,1170,1170,SAMD00039117
GCA_902652775.1,Homo sapiens (human),Homo sapiens,28,2019/11/14 00:00,IBE(CSIC-UNIVERSITAT POMPEU FABRA),10508117,10508117,SAMEA5977522
GCA_004115295.1,Rhinolophus ferrumequinum (greater horseshoe bat),Rhinolophus ferrumequinum,52.8,2019/01/28 00:00,Vertebrate Genomes Project,301176,301176,SAMN09948510
GCA_900009665.2,Homo sapiens (human),Homo sapiens,634,2019/03/04 00:00,STANFORD UNIVERSITY,251331,4952522,SAMEA2660225
GCA_015144065.1,Homo sapiens (human),Homo sapiens,57.4178,2020/10/30 00:00,"University of California, San Francisco",220280,25146351,SAMN00004482
GCA_015144605.1,Homo sapiens (human),Homo sapiens,54.2978,2020/10/30 00:00,"University of California, San Francisco",201534,73865116,SAMN00001269
GCA_900010305.2,Homo sapiens (human),Homo sapiens,253,2019/03/04 00:00,STANFORD UNIVERSITY,159554,4830834,SAMEA2660249
GCA_900008125.2,Homo sapiens (human),Homo sapiens,149,2019/03/04 00:00,STANFORD UNIVERSITY,154008,4893163,SAMEA2660255
GCA_900008935.2,Homo sapiens (human),Homo sapiens,313,2019/03/04 00:00,STANFORD UNIVERSITY,146199,4363843,SAMEA2660288
GCA_900009335.2,Homo sapiens (human),Homo sapiens,276,2019/03/04 00:00,STANFORD UNIVERSITY,142029,4926096,SAMEA2660242
GCA_900008195.2,Homo sapiens (human),Homo sapiens,141,2019/03/04 00:00,STANFORD UNIVERSITY,141222,3833506,SAMEA2660235
GCA_900011055.2,Homo sapiens (human),Homo sapiens,67,2019/03/04 00:00,STANFORD UNIVERSITY,139408,4916610,SAMEA2660252
GCA_900010215.2,Homo sapiens (human),Homo sapiens,693,2019/03/04 00:00,STANFORD UNIVERSITY,134771,4907551,SAMEA2660293
GCA_900008135.2,Homo sapiens (human),Homo sapiens,112,2019/03/04 00:00,STANFORD UNIVERSITY,133670,4860209,SAMEA2660260
GCA_900010775.2,Homo sapiens (human),Homo sapiens,123,2019/03/04 00:00,STANFORD UNIVERSITY,127275,4857446,SAMEA2660221
GCA_900010005.2,Homo sapiens (human),Homo sapiens,141,2019/03/04 00:00,STANFORD UNIVERSITY,117253,4868406,SAMEA2660279
GCA_902648505.1,Sarcophilus harrisii (Tasmanian devil),Sarcophilus harrisii,88,2019/11/12 00:00,SC,115082,1863534,SAMEA6099886
GCA_900016255.2,Homo sapiens (human),Homo sapiens,102,2019/03/04 00:00,STANFORD UNIVERSITY,114345,3348238,SAMEA2660270
GCA_900010785.2,Homo sapiens (human),Homo sapiens,242,2019/03/04 00:00,STANFORD UNIVERSITY,101651,4212571,SAMEA2660301
GCA_900009035.2,Homo sapiens (human),Homo sapiens,165,2019/03/04 00:00,STANFORD UNIVERSITY,100749,4816683,SAMEA2660308
GCA_900008245.2,Homo sapiens (human),Homo sapiens,117,2019/03/04 00:00,STANFORD UNIVERSITY,95306,1495552,SAMEA2660273
GCA_900009695.2,Homo sapiens (human),Homo sapiens,143,2019/03/04 00:00,STANFORD UNIVERSITY,94763,4400921,SAMEA2660310
GCA_900008875.2,Homo sapiens (human),Homo sapiens,137,2019/03/04 00:00,STANFORD UNIVERSITY,94719,4376025,SAMEA2660272
GCA_900009055.2,Homo sapiens (human),Homo sapiens,166,2019/03/04 00:00,STANFORD UNIVERSITY,87305,4830890,SAMEA2660316
GCA_900009655.2,Homo sapiens (human),Homo sapiens,199,2019/03/04 00:00,STANFORD UNIVERSITY,85278,4849308,SAMEA2660269
GCA_900008995.2,Homo sapiens (human),Homo sapiens,95,2019/03/04 00:00,STANFORD UNIVERSITY,84035,4208652,SAMEA2660297
GCA_900009795.2,Homo sapiens (human),Homo sapiens,64,2019/03/04 00:00,STANFORD UNIVERSITY,69660,4863450,SAMEA2660315
GCA_900009065.2,Homo sapiens (human),Homo sapiens,152,2019/03/04 00:00,STANFORD UNIVERSITY,65967,1913010,SAMEA2660295
GCA_900008275.2,Homo sapiens (human),Homo sapiens,149,2019/03/04 00:00,STANFORD UNIVERSITY,63220,4823612,SAMEA2660253
GCA_900008695.2,Homo sapiens (human),Homo sapiens,150,2019/03/04 00:00,STANFORD UNIVERSITY,59858,4820948,SAMEA2660236
GCA_900009345.2,Homo sapiens (human),Homo sapiens,71,2019/03/04 00:00,STANFORD UNIVERSITY,45618,4813523,SAMEA2660224
GCA_014858485.1,Macaca mulatta (Rhesus monkey),Macaca mulatta,66,2020/10/05 00:00,University of Washington,37399,37430,SAMN09435472
GCA_902724835.1,Canis lupus familiaris (dog),Canis lupus,17,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16140,16140,SAMEA6249967
GCA_902724995.1,Canis lupus familiaris (dog),Canis lupus,5,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16140,16140,SAMEA6249995
GCA_902725165.1,Canis lupus familiaris (dog),Canis lupus,37,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16140,16140,SAMEA6250006
GCA_902724215.1,Canis lupus familiaris (dog),Canis lupus,437,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16132,16132,SAMEA6249910
GCA_902724305.1,Canis lupus familiaris (dog),Canis lupus,397,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16132,16132,SAMEA6249906
GCA_902723725.1,Canis lupus familiaris (dog),Canis lupus,19,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249888
GCA_902724045.1,Canis lupus familiaris (dog),Canis lupus,34,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249896
GCA_902724475.1,Canis lupus familiaris (dog),Canis lupus,69,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249933
GCA_902724495.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249919
GCA_902724505.1,Canis lupus familiaris (dog),Canis lupus,21,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249924
GCA_902724515.1,Canis lupus (gray wolf),Canis lupus,28,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249932
GCA_902724535.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249953
GCA_902724575.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249956
GCA_902724585.1,Canis lupus familiaris (dog),Canis lupus,24,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249959
GCA_902724595.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249950
GCA_902724605.1,Canis lupus familiaris (dog),Canis lupus,20,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249955
GCA_902724615.1,Canis lupus familiaris (dog),Canis lupus,34,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249949
GCA_902724645.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249952
GCA_902724675.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249951
GCA_902724695.1,Canis lupus familiaris (dog),Canis lupus,18,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249958
GCA_902724735.1,Canis lupus familiaris (dog),Canis lupus,7,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249960
GCA_902724755.1,Canis lupus familiaris (dog),Canis lupus,13,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249974
GCA_902724765.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249975
GCA_902724775.1,Canis lupus familiaris (dog),Canis lupus,24,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249970
GCA_902724785.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249961
GCA_902724795.1,Canis lupus familiaris (dog),Canis lupus,22,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249962
GCA_902724815.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249963
GCA_902724845.1,Canis lupus familiaris (dog),Canis lupus,22,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249980
GCA_902724855.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249965
GCA_902724865.1,Canis lupus familiaris (dog),Canis lupus,9,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249973
GCA_902724875.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249971
GCA_902724885.1,Canis lupus familiaris (dog),Canis lupus,17,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249964
GCA_902724895.1,Canis lupus familiaris (dog),Canis lupus,27,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249969
GCA_902724905.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249966
GCA_902724915.1,Canis lupus familiaris (dog),Canis lupus,4,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249977
GCA_902724935.1,Canis lupus familiaris (dog),Canis lupus,24,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249981
GCA_902724945.1,Canis lupus familiaris (dog),Canis lupus,3,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249983
GCA_902724965.1,Canis lupus familiaris (dog),Canis lupus,1,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249994
GCA_902724975.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249993
GCA_902725005.1,Canis lupus familiaris (dog),Canis lupus,0,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249991
GCA_902725015.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249986
GCA_902725055.1,Canis lupus familiaris (dog),Canis lupus,87,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249988
GCA_902725095.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6250003
GCA_902725115.1,Canis lupus familiaris (dog),Canis lupus,2,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16129,16129,SAMEA6249992
GCA_902723875.1,Canis lupus (gray wolf),Canis lupus,34,2020/01/11 00:00,CENTRE FOR GEOGENETICS,42,42,SAMEA6249858
GCA_002968435.1,Bos mutus (wild yak),Bos mutus,130,2018/03/05 00:00,Institute of Bioinformatics and Applied Biotechnology,23623,102953489,SAMN08580377
GCA_900086635.1,Pongo pygmaeus (Bornean orangutan),Pongo pygmaeus,30,2016/07/09 00:00,Universita di Bari,17285,136302887,SAMEA3980474
GCA_902723925.1,Canis lupus familiaris (dog),Canis lupus,41,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16190,16722,SAMEA6249877
GCA_902723965.1,Canis lupus familiaris (dog),Canis lupus,35,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16188,16722,SAMEA6249873
GCA_902724005.1,Canis lupus familiaris (dog),Canis lupus,15,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16181,16722,SAMEA6249869
GCA_902724015.1,Canis lupus familiaris (dog),Canis lupus,38,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16116,16129,SAMEA6249894
GCA_902724955.1,Canis lupus familiaris (dog),Canis lupus,10,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16116,16129,SAMEA6249982
GCA_902723915.1,Canis lupus familiaris (dog),Canis lupus,13,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16110,16129,SAMEA6249884
GCA_902723835.1,Canis lupus familiaris (dog),Canis lupus,24,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16109,16129,SAMEA6249886
GCA_902725175.1,Canis lupus familiaris (dog),Canis lupus,16,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16106,16129,SAMEA6250007
GCA_902725025.1,Canis lupus (gray wolf),Canis lupus,13,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16098,16129,SAMEA6249996
GCA_902724415.1,Canis lupus familiaris (dog),Canis lupus,35,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16082,16129,SAMEA6249920
GCA_902724085.1,Canis lupus (gray wolf),Canis lupus,20,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16080,16129,SAMEA6249895
GCA_902724375.1,Canis lupus familiaris (dog),Canis lupus,57,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16070,16129,SAMEA6249925
GCA_902725185.1,Canis lupus familiaris (dog),Canis lupus,6,2020/01/11 00:00,CENTRE FOR GEOGENETICS,16050,16129,SAMEA6249885
GCA_902724055.1,Canis lupus (gray wolf),Canis lupus,8,2020/01/11 00:00,CENTRE FOR GEOGENETICS,15467,16129,SAMEA6249897
GCA_902725135.1,Canis lupus (gray wolf),Canis lupus,46,2020/01/11 00:00,CENTRE FOR GEOGENETICS,15256,16129,SAMEA6249998
GCA_902724255.1,Canis lupus familiaris (dog),Canis lupus,109,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12906,16132,SAMEA6249901
GCA_902725145.1,Canis lupus (gray wolf),Canis lupus,11,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12904,16129,SAMEA6249985
GCA_902725205.1,Canis lupus familiaris (dog),Canis lupus,211,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12902,16133,SAMEA6250004
GCA_902724245.1,Canis lupus familiaris (dog),Canis lupus,108,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12901,16132,SAMEA6249907
GCA_902723985.1,Canis lupus familiaris (dog),Canis lupus,54,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12892,16722,SAMEA6249875
GCA_902724295.1,Canis lupus familiaris (dog),Canis lupus,201,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12890,16132,SAMEA6249899
GCA_902724925.1,Canis lupus familiaris (dog),Canis lupus,0,2020/01/11 00:00,CENTRE FOR GEOGENETICS,12882,16140,SAMEA6249978
