Organism Groups,accession,submission_date,year,ReleaseOrder,sequence_length,organism
Aves,MN356187,4-Oct-2020,2020,25548,17464,Baryphthengus martii
Aves,MN356170,4-Oct-2020,2020,25549,16348,Anhinga anhinga
Aves,MN356169,4-Oct-2020,2020,25550,15773,Lophotis ruficrista
Aves,MN356162,4-Oct-2020,2020,25551,18041,Nyctibius bracteatus
Aves,MN356160,4-Oct-2020,2020,25552,16267,Geococcyx californianus
Aves,MN356159,4-Oct-2020,2020,25553,15742,Cochlearius cochlearius
Aves,MN356148,4-Oct-2020,2020,25554,16565,Struthio camelus
Aves,MN356147,4-Oct-2020,2020,25555,18354,Pterocles gutturalis
Aves,MN356146,4-Oct-2020,2020,25556,17381,Podiceps cristatus
Aves,MN356144,4-Oct-2020,2020,25557,15516,Phoenicopterus ruber
Aves,MN356143,4-Oct-2020,2020,25558,19765,Phalacrocorax carbo
Aves,MN356141,4-Oct-2020,2020,25559,16012,Pelecanus crispus
Aves,MN356139,4-Oct-2020,2020,25560,16246,Nestor notabilis
Aves,MN356138,4-Oct-2020,2020,25561,15762,Mesitornis unicolor
Aves,MN356134,4-Oct-2020,2020,25562,18645,Haliaeetus leucocephalus
Aves,MN356132,4-Oct-2020,2020,25563,15872,Gavia stellata
Aves,MN356131,4-Oct-2020,2020,25564,18723,Fulmarus glacialis
Aves,MN356130,4-Oct-2020,2020,25565,18213,Eurypyga helias
Aves,MN356128,4-Oct-2020,2020,25566,16598,Cuculus canorus
Aves,MN356124,4-Oct-2020,2020,25567,16810,Chlamydotis macqueenii
Aves,MN356123,4-Oct-2020,2020,25568,21044,Chaetura pelagica
Aves,MN356121,4-Oct-2020,2020,25569,16038,Cariama cristata
Aves,MN356120,4-Oct-2020,2020,25570,16794,Antrostomus carolinensis
Aves,MN356119,4-Oct-2020,2020,25571,16867,Calypte anna
Aves,MN356118,4-Oct-2020,2020,25572,17028,Buceros rhinoceros
Aves,MN356446,4-Oct-2020,2020,25573,16894,Corvus moneduloides
Aves,MN356445,4-Oct-2020,2020,25574,16943,Xiphorhynchus elegans
Aves,MN356441,4-Oct-2020,2020,25575,16783,Nesospiza acunhae
Aves,MN356439,4-Oct-2020,2020,25576,16776,Agelaius phoeniceus
Aves,MN356438,4-Oct-2020,2020,25577,16758,Molothrus ater
Aves,MN356437,4-Oct-2020,2020,25578,16891,Vidua chalybeata
Aves,MN356421,4-Oct-2020,2020,25579,16907,Aphelocoma coerulescens
Aves,MN356412,4-Oct-2020,2020,25580,16811,Loxia curvirostra
Aves,MN356411,4-Oct-2020,2020,25581,16891,Rhegmatorhina hoffmannsi
Aves,MN356398,4-Oct-2020,2020,25582,16778,Sporophila hypoxantha
Aves,MN356395,4-Oct-2020,2020,25583,16775,Parus major
Aves,MN356394,4-Oct-2020,2020,25584,16804,Passer domesticus
Aves,MN356387,4-Oct-2020,2020,25585,17187,Lepidothrix coronata
Aves,MN356386,4-Oct-2020,2020,25586,16781,Zonotrichia albicollis
Aves,MN356377,4-Oct-2020,2020,25587,16813,Chloropsis hardwickii
Aves,MN356376,4-Oct-2020,2020,25588,16862,Pteruthius melanotis
Aves,MN356372,4-Oct-2020,2020,25589,16945,Sapayoa aenigma
Aves,MN356370,4-Oct-2020,2020,25590,17009,Panurus biarmicus
Aves,MN356369,4-Oct-2020,2020,25591,16851,Drymodes brunneopygia
Aves,MN356367,4-Oct-2020,2020,25592,16604,Falcunculus frontatus
Aves,MN356365,4-Oct-2020,2020,25593,16833,Notiomystis cincta
Aves,MN356364,4-Oct-2020,2020,25594,16990,Horornis vulcanius
Aves,MN356363,4-Oct-2020,2020,25595,17284,Atrichornis clamosus
Aves,MN356361,4-Oct-2020,2020,25596,16866,Climacteris rufus
Aves,MN356360,4-Oct-2020,2020,25597,16846,Origma solitaria
Aves,MN356359,4-Oct-2020,2020,25598,16919,Pardalotus punctatus
Aves,MN356358,4-Oct-2020,2020,25599,16831,Grantiella picta
Aves,MN356357,4-Oct-2020,2020,25600,16841,Dasyornis broadbenti
Aves,MN356356,4-Oct-2020,2020,25601,16915,Daphoenositta chrysoptera
Aves,MN356354,4-Oct-2020,2020,25602,16811,Malurus elegans
Aves,MN356353,4-Oct-2020,2020,25603,16883,Machaerirhynchus nigripectus
Aves,MN356352,4-Oct-2020,2020,25604,17391,Oreocharis arfaki
Aves,MN356351,4-Oct-2020,2020,25605,16925,Ifrita kowaldi
Aves,MN356350,4-Oct-2020,2020,25606,17031,Rhagologus leucostigma
Aves,MN356349,4-Oct-2020,2020,25607,16986,Eulacestoma nigropectus
Aves,MN356348,4-Oct-2020,2020,25608,16848,Cnemophilus loriae
Aves,MN356347,4-Oct-2020,2020,25609,16752,Melanocharis versteri
Aves,MN356346,4-Oct-2020,2020,25610,16933,Aleadryas rufinucha
Aves,MN356345,4-Oct-2020,2020,25611,16931,Struthidea cinerea
Aves,MN356344,4-Oct-2020,2020,25612,16916,Orthonyx spaldingii
Aves,MN356341,4-Oct-2020,2020,25613,17033,Onychorhynchus coronatus
Aves,MN356337,4-Oct-2020,2020,25614,16806,Spizella passerina
Aves,MN356331,4-Oct-2020,2020,25615,16815,Calcarius ornatus
Aves,MN356328,4-Oct-2020,2020,25616,16842,Prunella himalayana
Aves,MN356321,4-Oct-2020,2020,25617,16801,Tichodroma muraria
Aves,MN356320,4-Oct-2020,2020,25618,16838,Prunella fulvescens
Aves,MN356318,4-Oct-2020,2020,25619,16795,Chaetops frenatus
Aves,MN356317,4-Oct-2020,2020,25620,16879,Urocynchramus pylzowi
Aves,MN356315,4-Oct-2020,2020,25621,16887,Picathartes gymnocephalus
Aves,MN356312,4-Oct-2020,2020,25622,16802,Buphagus erythrorhynchus
Aves,MN356310,4-Oct-2020,2020,25623,16760,Anthoscopus minutus
Aves,MN356291,4-Oct-2020,2020,25624,17059,Neopipo cinnamomea
Aves,MN356287,4-Oct-2020,2020,25625,16947,Furnarius figulus
Aves,MN356286,4-Oct-2020,2020,25626,16864,Hypocryptadius cinnamomeus
Aves,MN356285,4-Oct-2020,2020,25627,16915,Mystacornis crossleyi
Aves,MN356283,4-Oct-2020,2020,25628,16950,Neodrepanis coruscans
Aves,MN356282,4-Oct-2020,2020,25629,15673,Pomatostomus ruficeps
Aves,MN356279,4-Oct-2020,2020,25630,16878,Erythrocercus mccallii
Aves,MN356277,4-Oct-2020,2020,25631,16903,Erpornis zantholeuca
Aves,MN356276,4-Oct-2020,2020,25632,16824,Chloropsis cyanopogon
Aves,MN356275,4-Oct-2020,2020,25633,16854,Dryoscopus gambensis
Aves,MN356273,4-Oct-2020,2020,25634,17733,Pitta sordida
Aves,MN356272,4-Oct-2020,2020,25635,16817,Peucedramus taeniatus
Aves,MN356270,4-Oct-2020,2020,25636,16874,Vidua macroura
Aves,MN356266,4-Oct-2020,2020,25637,16883,Scytalopus superciliaris
Aves,MN356264,4-Oct-2020,2020,25638,16928,Pycnonotus jocosus
Aves,MN356263,4-Oct-2020,2020,25639,17006,Nicator chloris
Aves,MN356259,4-Oct-2020,2020,25640,16847,Phainopepla nitens
Aves,MN356256,4-Oct-2020,2020,25641,16876,Rhadina sibilatrix
Aves,MN356255,4-Oct-2020,2020,25642,16827,Sitta europaea
Aves,MN356254,4-Oct-2020,2020,25643,16794,Oriolus oriolus
Aves,MN356253,4-Oct-2020,2020,25644,16875,Bombycilla garrulus
Aves,MN356252,4-Oct-2020,2020,25645,16910,Paradisaea raggiana
Aves,MN356251,4-Oct-2020,2020,25646,16920,Certhia brachydactyla
Aves,MN356250,4-Oct-2020,2020,25647,17971,Sylvia borin
Aves,MN356247,4-Oct-2020,2020,25648,16780,Toxostoma redivivum
Aves,MN356241,4-Oct-2020,2020,25649,16949,Paradoxornis webbianus
Aves,MN356240,4-Oct-2020,2020,25650,17089,Oxyruncus cristatus
Aves,MN356239,4-Oct-2020,2020,25651,16866,Gymnorhina tibicen
Aves,MN356238,4-Oct-2020,2020,25652,16990,Serilophus lunatus
Aves,MN356237,4-Oct-2020,2020,25653,16845,Leucopsar rothschildi
Aves,MN356235,4-Oct-2020,2020,25654,16903,Ploceus nigricollis
Aves,MN356233,4-Oct-2020,2020,25655,16818,Cinclus mexicanus
Aves,MN356232,4-Oct-2020,2020,25656,16828,Motacilla alba
Aves,MN356231,4-Oct-2020,2020,25657,16826,Oenanthe oenanthe
Aves,MN356230,4-Oct-2020,2020,25658,17019,Pachyramphus minor
Aves,MN356229,4-Oct-2020,2020,25659,16909,Dyaphorophyia castanea
Aves,MN356228,4-Oct-2020,2020,25660,16891,Hylia prasina
Aves,MN356226,4-Oct-2020,2020,25661,16794,Thryothorus ludovicianus
Aves,MN356224,4-Oct-2020,2020,25662,16764,Polioptila caerulea
Aves,MN356223,4-Oct-2020,2020,25663,16947,Lanius ludovicianus
Aves,MN356213,4-Oct-2020,2020,25664,16870,Rhipidura dahli
Aves,MN356212,4-Oct-2020,2020,25665,16979,Dicrurus megarhynchus
Aves,MN356209,4-Oct-2020,2020,25666,16807,Setophaga kirtlandii
Aves,MN356207,4-Oct-2020,2020,25667,16781,Formicarius rufipectus
Aves,MN356203,4-Oct-2020,2020,25668,17112,Tyrannus savana
Aves,MN356201,4-Oct-2020,2020,25669,16919,Leptocoma aspasia
Aves,MN356200,4-Oct-2020,2020,25670,16832,Dicaeum eximium
Aves,MN356199,4-Oct-2020,2020,25671,16928,Myiagra hebetior
Aves,MN356197,4-Oct-2020,2020,25672,16772,Quiscalus mexicanus
Aves,MN356195,4-Oct-2020,2020,25673,16840,Rhabdornis inornatus
Aves,MN356194,4-Oct-2020,2020,25674,16893,Pachycephala philippinensis
Aves,MN356192,4-Oct-2020,2020,25675,16837,Irena cyanogastra
Aves,MN356191,4-Oct-2020,2020,25676,16925,Edolisoma coerulescens
Aves,MN356188,4-Oct-2020,2020,25677,17193,Vireo altiloquus
Aves,MN356185,4-Oct-2020,2020,25678,16811,Loxia leucoptera
Aves,MN356184,4-Oct-2020,2020,25679,16854,Regulus satrapa
Aves,MN356183,4-Oct-2020,2020,25680,16766,Catharus fuscescens
Aves,MN356181,4-Oct-2020,2020,25681,17129,Alaudala cheleensis
Aves,MN356180,4-Oct-2020,2020,25682,16936,Campylorhamphus procurvoides
Aves,MN356177,4-Oct-2020,2020,25683,16940,Sakesphorus luctuosus
Aves,MN356175,4-Oct-2020,2020,25684,16930,Sclerurus mexicanus
Aves,MN356174,4-Oct-2020,2020,25685,16901,Grallaria varia
Aves,MN356173,4-Oct-2020,2020,25686,17003,Cephalopterus ornatus
Aves,MN356167,4-Oct-2020,2020,25687,16956,Chaetorhynchus papuensis
Aves,MN356166,4-Oct-2020,2020,25688,16874,Ptilorrhoa leucosticta
Aves,MN356165,4-Oct-2020,2020,25689,17134,Tachuris rubrigastra
Aves,MN356156,4-Oct-2020,2020,25690,17180,Menura novaehollandiae
Aves,MN356114,4-Oct-2020,2020,25691,16935,Acanthisitta chloris
Osteichthyes,MT909825,4-Oct-2020,2020,25692,17280,Paedocypris carbunculus
Osteichthyes,MT909824,4-Oct-2020,2020,25693,17208,Paedocypris micromegethes
Testudines,MT017704,4-Oct-2020,2020,25694,15663,Chelonoidis carbonarius
Testudines,MT017702,4-Oct-2020,2020,25695,15661,Chelonoidis microphyes
Testudines,MT017701,4-Oct-2020,2020,25696,15661,Chelonoidis vandenburghi
Testudines,MT017700,4-Oct-2020,2020,25697,15661,Chelonoidis guntheri
Testudines,MT017699,4-Oct-2020,2020,25698,15661,Chelonoidis vicina
Testudines,MT017698,4-Oct-2020,2020,25699,15661,Chelonoidis porteri
Testudines,MT017697,4-Oct-2020,2020,25700,15661,Chelonoidis duncanensis
Testudines,MT017696,4-Oct-2020,2020,25701,15661,Chelonoidis hoodensis
Testudines,MT017695,4-Oct-2020,2020,25702,15661,Chelonoidis donfaustoi
Testudines,MT017694,4-Oct-2020,2020,25703,15661,Chelonoidis darwini
Testudines,MT017693,4-Oct-2020,2020,25704,15661,Chelonoidis becki
Testudines,MT017692,4-Oct-2020,2020,25705,15632,Chelonoidis chathamensis
Testudines,MT017690,4-Oct-2020,2020,25706,16449,Chelonoidis abingdonii
Aves,MT444149,5-Oct-2020,2020,25707,16816,Sitta villosa
Osteichthyes,MK391600,5-Oct-2020,2020,25708,16847,Ilisha striatula
Osteichthyes,MT410992,5-Oct-2020,2020,25709,16801,Pomacentrus moluccensis
Osteichthyes,MT433099,5-Oct-2020,2020,25710,16630,Pterocryptis anomala
Osteichthyes,MT433098,5-Oct-2020,2020,25711,16584,Pterocryptis anomala
Mammalia,MT408187,6-Oct-2020,2020,25712,16227,Myomyscus sp. VVB-2020
Mammalia,MT408186,6-Oct-2020,2020,25713,16249,Stenocephalemys zimai
Mammalia,MT408185,6-Oct-2020,2020,25714,16247,Stenocephalemys zimai
Mammalia,MT408184,6-Oct-2020,2020,25715,16245,Stenocephalemys zimai
Mammalia,MT408183,6-Oct-2020,2020,25716,16247,Stenocephalemys zimai
Mammalia,MT408182,6-Oct-2020,2020,25717,16247,Stenocephalemys albocaudata
Mammalia,MT408181,6-Oct-2020,2020,25718,16244,Stenocephalemys albocaudata
Mammalia,MT408180,6-Oct-2020,2020,25719,16245,Stenocephalemys albocaudata
Mammalia,MT408179,6-Oct-2020,2020,25720,16252,Stenocephalemys sokolovi
Mammalia,MT408178,6-Oct-2020,2020,25721,16248,Stenocephalemys sokolovi
Mammalia,MT408177,6-Oct-2020,2020,25722,16246,Stenocephalemys griseicauda
Mammalia,MT408176,6-Oct-2020,2020,25723,16248,Stenocephalemys griseicauda
Mammalia,MT408175,6-Oct-2020,2020,25724,16247,Stenocephalemys griseicauda
Mammalia,MT408174,6-Oct-2020,2020,25725,16252,Stenocephalemys albipes
Mammalia,MT408173,6-Oct-2020,2020,25726,16251,Stenocephalemys sokolovi
Mammalia,MT408172,6-Oct-2020,2020,25727,16250,Stenocephalemys albipes
Mammalia,MT408171,6-Oct-2020,2020,25728,16250,Stenocephalemys albipes
Mammalia,MT408170,6-Oct-2020,2020,25729,16255,Stenocephalemys albipes
Mammalia,MT408169,6-Oct-2020,2020,25730,16245,Stenocephalemys ruppi
Mammalia,MT408168,6-Oct-2020,2020,25731,16248,Stenocephalemys ruppi
Mammalia,MT408167,6-Oct-2020,2020,25732,16247,Stenocephalemys ruppi
Mammalia,MT408166,6-Oct-2020,2020,25733,16247,Stenocephalemys albipes
Mammalia,MT408165,6-Oct-2020,2020,25734,16249,Stenocephalemys albipes
Mammalia,MT408164,6-Oct-2020,2020,25735,16250,Stenocephalemys albipes
Mammalia,MT408163,6-Oct-2020,2020,25736,16248,Stenocephalemys albipes
Mammalia,MT408162,6-Oct-2020,2020,25737,16251,Stenocephalemys albipes
Mammalia,MT408161,6-Oct-2020,2020,25738,16247,Stenocephalemys albipes
Osteichthyes,MT800510,6-Oct-2020,2020,25739,16738,Yasuhikotakia eos
Osteichthyes,MT988019,7-Oct-2020,2020,25740,16897,Betta imbellis
Amphibia,NC_050665,9-Oct-2020,2020,25741,17135,Bufotes sitibundus
Aves,NC_050680,9-Oct-2020,2020,25742,16830,Erythrura gouldiae
Aves,NC_050688,9-Oct-2020,2020,25743,16878,Ptilorrhoa caerulescens
Mammalia,NC_050569,9-Oct-2020,2020,25744,17011,Lepus yarkandensis
Mammalia,NC_050682,9-Oct-2020,2020,25745,16471,Callithrix aurita
Osteichthyes,NC_050685,9-Oct-2020,2020,25746,18273,Notothenia rossii
Osteichthyes,NC_050647,9-Oct-2020,2020,25747,16611,Squalidus chankaensis
Squamata,NC_050664,9-Oct-2020,2020,25748,16777,Tropidophorus hangnam
Amphibia,MN248533,12-Oct-2020,2020,25749,18711,Sylvirana guentheri
Amphibia,MT561180,12-Oct-2020,2020,25750,15664,Hyla sanchiangensis
Aves,MK761004,12-Oct-2020,2020,25751,15579,Macronectes giganteus
Aves,MK761003,12-Oct-2020,2020,25752,15541,Megadyptes antipodes
Aves,MK761002,12-Oct-2020,2020,25753,15549,Pygoscelis adeliae
Aves,MK761001,12-Oct-2020,2020,25754,15548,Pygoscelis antarcticus
Aves,MK761000,12-Oct-2020,2020,25755,15551,Pygoscelis papua
Aves,MK760999,12-Oct-2020,2020,25756,15550,Pygoscelis papua
Aves,MK760998,12-Oct-2020,2020,25757,15555,Pygoscelis papua
Aves,MK760997,12-Oct-2020,2020,25758,15553,Pygoscelis papua
Aves,MK760996,12-Oct-2020,2020,25759,15568,Spheniscus magellanicus
Aves,MK760995,12-Oct-2020,2020,25760,15580,Spheniscus humboldti
Aves,MK760994,12-Oct-2020,2020,25761,15582,Spheniscus mendiculus
Aves,MK760993,12-Oct-2020,2020,25762,15530,Eudyptes chrysolophus
Aves,MK760992,12-Oct-2020,2020,25763,15534,Eudyptes moseleyi
Aves,MK760991,12-Oct-2020,2020,25764,15533,Eudyptes chrysocome
Aves,MK760990,12-Oct-2020,2020,25765,15536,Eudyptes filholi
Aves,MK760989,12-Oct-2020,2020,25766,15530,Eudyptes chrysolophus
Aves,MK760988,12-Oct-2020,2020,25767,15530,Eudyptes schlegeli
Aves,MK760987,12-Oct-2020,2020,25768,15557,Aptenodytes patagonicus
Aves,MK760986,12-Oct-2020,2020,25769,15570,Spheniscus demersus
Aves,MK760985,12-Oct-2020,2020,25770,15554,Aptenodytes forsteri
Aves,MK760984,12-Oct-2020,2020,25771,15533,Eudyptes sclateri
Aves,MK760983,12-Oct-2020,2020,25772,15541,Eudyptes pachyrhynchus
Aves,MT506195,12-Oct-2020,2020,25773,16914,Nucifraga caryocatactes
Aves,MT457824,12-Oct-2020,2020,25774,16614,Acanthorhynchus tenuirostris
Aves,MT648821,12-Oct-2020,2020,25775,16797,Carpodacus pulcherrimus
Aves,MK695927,12-Oct-2020,2020,25776,16884,Seicercus examinandus
Aves,MK695926,12-Oct-2020,2020,25777,16884,Seicercus examinandus
Aves,MK690473,12-Oct-2020,2020,25778,16881,Seicercus examinandus
Mammalia,MT649467,12-Oct-2020,2020,25779,16320,Bos grunniens x Bos taurus
Mammalia,MT649466,12-Oct-2020,2020,25780,16323,Bos mutus x Bos grunniens
Mammalia,MT649465,12-Oct-2020,2020,25781,16323,Bos grunniens
Mammalia,MT883492,12-Oct-2020,2020,25782,16656,Vulpes lagopus
Osteichthyes,MT561534,12-Oct-2020,2020,25783,15621,Hapalogenys analis
Osteichthyes,MW007385,12-Oct-2020,2020,25784,16779,Ostorhinchus novemfasciatus
Osteichthyes,MN862482,12-Oct-2020,2020,25785,16597,Cirrhinus reba
Osteichthyes,MT709279,12-Oct-2020,2020,25786,16648,Epinephelus fuscoguttatus x Epinephelus polyphekadion
Osteichthyes,MT709278,12-Oct-2020,2020,25787,16559,Hyporthodus septemfasciatus x Epinephelus lanceolatus
Osteichthyes,MN241814,12-Oct-2020,2020,25788,16565,Sinogastromyzon szechuanensis
Osteichthyes,MN841276,12-Oct-2020,2020,25789,17586,Trematomus bernacchii
Osteichthyes,MN841275,12-Oct-2020,2020,25790,16554,Cobitis hankugensis
Osteichthyes,MN841274,12-Oct-2020,2020,25791,16608,Tanakia lanceolata
Osteichthyes,MT789711,12-Oct-2020,2020,25792,16736,Myoxocephalus quadricornis
Osteichthyes,MT588183,12-Oct-2020,2020,25793,16620,Ancherythroculter nigrocauda
Osteichthyes,MT527960,12-Oct-2020,2020,25794,16576,Percocypris tchangi retrodorslis
Osteichthyes,MT682637,12-Oct-2020,2020,25795,16980,Betta mahachaiensis
Osteichthyes,MT588184,12-Oct-2020,2020,25796,17224,Sternoptyx diaphana
Osteichthyes,MT478137,12-Oct-2020,2020,25797,16612,Hemibarbus labeo
Osteichthyes,MT954923,12-Oct-2020,2020,25798,16608,Ctenopharyngodon idella
Squamata,MT712129,12-Oct-2020,2020,25799,17839,Hydrophis curtus
Chondrichthyes,MT702386,13-Oct-2020,2020,25800,16682,Odontaspis ferox
Crocodylia,MT554051,13-Oct-2020,2020,25801,16558,Caiman latirostris
Crocodylia,MT554050,13-Oct-2020,2020,25802,16436,Caiman crocodilus
Crocodylia,MT554049,13-Oct-2020,2020,25803,16464,Crocodylus palustris
Crocodylia,MT554048,13-Oct-2020,2020,25804,16306,Crocodylus novaeguineae
Crocodylia,MT554047,13-Oct-2020,2020,25805,16322,Crocodylus niloticus
Crocodylia,MT554046,13-Oct-2020,2020,25806,23866,Crocodylus moreletii
Crocodylia,MT554045,13-Oct-2020,2020,25807,16985,Crocodylus mindorensis
Crocodylia,MT554044,13-Oct-2020,2020,25808,16335,Crocodylus intermedius
Crocodylia,MT554043,13-Oct-2020,2020,25809,17438,Crocodylus acutus
Crocodylia,MT554042,13-Oct-2020,2020,25810,16553,Caiman yacare
Crocodylia,MT554041,13-Oct-2020,2020,25811,16152,Paleosuchus palpebrosus
Crocodylia,MT554040,13-Oct-2020,2020,25812,16872,Tomistoma schlegelii
Crocodylia,MT554039,13-Oct-2020,2020,25813,15919,Melanosuchus niger
Crocodylia,MT554038,13-Oct-2020,2020,25814,16426,Osteolaemus tetraspis
Crocodylia,MT554037,13-Oct-2020,2020,25815,17035,Crocodylus johnsoni
Crocodylia,MT554036,13-Oct-2020,2020,25816,16381,Crocodylus rhombifer
Crocodylia,MT554035,13-Oct-2020,2020,25817,16933,Crocodylus siamensis
Crocodylia,MT554034,13-Oct-2020,2020,25818,16679,Paleosuchus trigonatus
Crocodylia,MT554033,13-Oct-2020,2020,25819,16924,Mecistops cataphractus
Squamata,MT731652,13-Oct-2020,2020,25820,17224,Gloydius saxatilis changdaoensis
Amphibia,MT627206,14-Oct-2020,2020,25821,15854,Rheobates palmatus
Amphibia,MT627204,14-Oct-2020,2020,25822,15852,Allobates amissibilis
Amphibia,MT627192,14-Oct-2020,2020,25823,15613,Allobates flaviventris
Amphibia,MT627185,14-Oct-2020,2020,25824,15580,Allobates aff. trilineatus 1 AR-2020
Amphibia,MT627178,14-Oct-2020,2020,25825,15950,Ameerega hahneli
Aves,MK761006,14-Oct-2020,2020,25826,15555,Eudyptula minor
Osteichthyes,MK848707,14-Oct-2020,2020,25827,16628,Pomoxis annularis
Osteichthyes,MK848706,14-Oct-2020,2020,25828,16632,Micropterus dolomieu
Osteichthyes,MK848705,14-Oct-2020,2020,25829,17652,Notropis stramineus
Osteichthyes,MK848704,14-Oct-2020,2020,25830,16882,Ambloplites rupestris
Osteichthyes,MK848703,14-Oct-2020,2020,25831,16723,Catostomus commersonii
Osteichthyes,MK848702,14-Oct-2020,2020,25832,17311,Morone chrysops
Osteichthyes,MK848701,14-Oct-2020,2020,25833,17015,Phenacobius mirabilis
Osteichthyes,MK848700,14-Oct-2020,2020,25834,16853,Cyprinella spiloptera
Osteichthyes,MK848699,14-Oct-2020,2020,25835,16850,Cyprinella lutrensis
Osteichthyes,MK848698,14-Oct-2020,2020,25836,16632,Lepomis humilis
Osteichthyes,MK848697,14-Oct-2020,2020,25837,16802,Rhinichthys cataractae
Osteichthyes,MK848696,14-Oct-2020,2020,25838,16628,Micropterus salmoides
Osteichthyes,MK848695,14-Oct-2020,2020,25839,16615,Lepomis cyanellus
Osteichthyes,MK848694,14-Oct-2020,2020,25840,16878,Notropis atherinoides
Osteichthyes,MK848693,14-Oct-2020,2020,25841,16776,Semotilus atromaculatus
Osteichthyes,MK848692,14-Oct-2020,2020,25842,16627,Lepomis macrochirus
Osteichthyes,MK848691,14-Oct-2020,2020,25843,16641,Pomoxis nigromaculatus
Osteichthyes,MK848690,14-Oct-2020,2020,25844,17766,Pimephales vigilax
Osteichthyes,MK771835,14-Oct-2020,2020,25845,16704,Polyodon spathula
Osteichthyes,MK771834,14-Oct-2020,2020,25846,16688,Lepisosteus platostomus
Osteichthyes,MK771833,14-Oct-2020,2020,25847,16314,Lepisosteus osseus
Osteichthyes,MK771832,14-Oct-2020,2020,25848,16967,Hiodon alosoides
Osteichthyes,MK771831,14-Oct-2020,2020,25849,16827,Dorosoma cepedianum
Osteichthyes,MK771830,14-Oct-2020,2020,25850,16768,Alosa pseudoharengus
Osteichthyes,MK753302,14-Oct-2020,2020,25851,16684,Scaphirhynchus platorynchus
Osteichthyes,MN115771,14-Oct-2020,2020,25852,15620,Ictalurus furcatus
Osteichthyes,MN115760,14-Oct-2020,2020,25853,15760,Gambusia affinis
Osteichthyes,MN115746,14-Oct-2020,2020,25854,15550,Noturus flavus
Osteichthyes,LC583747,17-Oct-2020,2020,25855,17443,Verasper moseri
Mammalia,MT784752,19-Oct-2020,2020,25856,16493,Cervus elaphus alxaicus
Mammalia,MT784751,19-Oct-2020,2020,25857,16499,Cervus elaphus alxaicus
Testudines,MT683848,19-Oct-2020,2020,25858,16614,Chitra vandijki
Mammalia,CM026447,21-Oct-2020,2020,25859,16362,Rangifer tarandus granti
Osteichthyes,MW007386,22-Oct-2020,2020,25860,16675,Rhodeus ocellatus
Osteichthyes,MT724569,22-Oct-2020,2020,25861,16781,Moolgarda perusii
Osteichthyes,MT942974,23-Oct-2020,2020,25862,16523,Dictyosoma burgeri
Aves,MN356435,24-Oct-2020,2020,25863,16692,Charadrius alexandrinus
Aves,MN356205,24-Oct-2020,2020,25864,16242,Podargus strigoides
Aves,MN356168,24-Oct-2020,2020,25865,16867,Chunga burmeisteri
Aves,MN356417,24-Oct-2020,2020,25866,16798,Pheucticus melanocephalus
Aves,MN356416,24-Oct-2020,2020,25867,17188,Passerina amoena
Aves,MN356164,24-Oct-2020,2020,25868,16765,Rhodinocichla rosea
Chondrichthyes,MT880605,24-Oct-2020,2020,25869,18839,Chimaera sp. JHL-2020
Squamata,MT107158,24-Oct-2020,2020,25870,16693,Teratoscincus roborowskii
Amphibia,NC_050884,27-Oct-2020,2020,25871,18106,Odorrana graminea
Amphibia,MW004669,27-Oct-2020,2020,25872,16298,Pachytriton brevipes
Amphibia,MT934403,27-Oct-2020,2020,25873,17122,Odorrana exiliversabilis
Amphibia,MT993830,27-Oct-2020,2020,25874,16301,Pachytriton brevipes
Aves,NC_050973,27-Oct-2020,2020,25875,16596,Mareca penelope
Aves,NC_050864,27-Oct-2020,2020,25876,16771,Chroicocephalus brunnicephalus
Aves,NC_051038,27-Oct-2020,2020,25877,16903,Ploceus nigricollis
Aves,NC_051037,27-Oct-2020,2020,25878,16818,Cinclus mexicanus
Aves,NC_051036,27-Oct-2020,2020,25879,16826,Oenanthe oenanthe
Aves,NC_051035,27-Oct-2020,2020,25880,17019,Pachyramphus minor
Aves,NC_051034,27-Oct-2020,2020,25881,16909,Dyaphorophyia castanea
Aves,NC_051033,27-Oct-2020,2020,25882,16891,Hylia prasina
Aves,NC_051032,27-Oct-2020,2020,25883,16794,Thryothorus ludovicianus
Aves,NC_051031,27-Oct-2020,2020,25884,16764,Polioptila caerulea
Aves,NC_051030,27-Oct-2020,2020,25885,16947,Lanius ludovicianus
Aves,NC_051029,27-Oct-2020,2020,25886,16870,Rhipidura dahli
Aves,NC_051028,27-Oct-2020,2020,25887,16979,Dicrurus megarhynchus
Aves,NC_051027,27-Oct-2020,2020,25888,16807,Setophaga kirtlandii
Aves,NC_051026,27-Oct-2020,2020,25889,16781,Formicarius rufipectus
Aves,NC_051025,27-Oct-2020,2020,25890,17112,Tyrannus savana
Aves,NC_051024,27-Oct-2020,2020,25891,16919,Leptocoma aspasia
Aves,NC_051023,27-Oct-2020,2020,25892,16832,Dicaeum eximium
Aves,NC_051022,27-Oct-2020,2020,25893,16928,Myiagra hebetior
Aves,NC_051021,27-Oct-2020,2020,25894,16772,Quiscalus mexicanus
Aves,NC_051020,27-Oct-2020,2020,25895,16840,Rhabdornis inornatus
Aves,NC_051019,27-Oct-2020,2020,25896,16893,Pachycephala philippinensis
Aves,NC_051018,27-Oct-2020,2020,25897,16837,Irena cyanogastra
Aves,NC_051017,27-Oct-2020,2020,25898,16925,Edolisoma coerulescens
